UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var,timestamp,ambient_temperature_C,factory_load_density,temp_gap,load_torque_interaction,heat_stress_index
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,298.96,0.0699205898721023,0.0048888888880627,310.23,0.1337493509782664,0.0178888888871075,1608.5,114.65237314014388,13145.166666666784,34.03,4.802094450457116,23.060111111111027,66.8,8.625543461140378,74.40000000002152,2024-01-11 01:50:00,19.83,28.26,17.420000000000016,717.804,16.062299999999997
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,298.98,0.0421637021260093,0.0017777777769708,310.26,0.1074967699690039,0.0115555555537689,1618.3,106.94759879908024,11437.78888888903,33.62,4.546256090943884,20.66844444444437,69.6,8.909420731888238,79.37777777779993,2024-01-11 02:00:00,18.43,19.1,18.720000000000027,657.0400000000001,15.2969
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,299.0,0.0471404520707416,0.0022222222214338,310.29,0.0994428925921616,0.0098888888870962,1603.1,119.57745049409095,14298.766666666772,33.89,4.91380142501143,24.14544444444436,72.3,9.09273214044055,82.67777777780057,2024-01-11 02:10:00,21.97,29.16,15.279999999999973,1192.644,18.6745
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,299.01,0.0567646212128949,0.0032222222214434,310.31000000000006,0.0994428925921435,0.0098888888870926,1598.2,126.14260008242914,15911.95555555565,34.79,6.345505846222533,40.26544444444434,75.0,9.043106644168317,81.77777777780116,2024-01-11 02:20:00,18.92,28.75,18.329999999999984,1348.375,16.460400000000003
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,299.01,0.0567646212128949,0.0032222222214434,310.34,0.0699205898651498,0.0048888888870904,1574.6,142.97956341923694,20443.1555555556,37.17,8.20637286232812,67.34455555555542,77.7,8.756584823879786,76.67777777780177,2024-01-11 02:30:00,15.43,27.91,21.819999999999993,1479.23,13.7327
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,299.01,0.0567646212128949,0.0032222222214434,310.35,0.0527046276523979,0.0027777777759779,1561.9,143.34918516995103,20548.988888888904,37.89,8.386689189158938,70.3365555555554,80.4,8.208396784866235,67.37777777780235,2024-01-11 02:40:00,19.2,14.78,17.950000000000045,635.54,17.472
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,299.01,0.0567646212128949,0.0032222222214434,310.35,0.0527046276523979,0.0027777777759779,1543.2,141.01835971878893,19886.177777777757,38.77,8.348126869078,69.69122222222205,83.0,7.586537784495682,57.55555555558065,2024-01-11 02:50:00,18.64,29.04,18.510000000000048,1231.2959999999998,17.3352
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,299.0,0.0666666666607632,0.0044444444436573,310.35,0.0527046276523979,0.0027777777759779,1513.9,145.12557780533808,21061.43333333324,41.07,9.103729394533246,82.87788888888866,85.5,6.916164640417327,47.83333333335892,2024-01-11 03:00:00,21.28,22.9,15.870000000000061,1236.6,20.216
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,299.0,0.0666666666607632,0.0044444444436573,310.34000000000003,0.051639777932014,0.0026666666648677,1493.4,133.5433346229683,17833.822222222083,41.6,8.578526161941273,73.59111111111086,87.9,6.226288353962792,38.76666666669269,2024-01-11 03:10:00,20.35,10.56,16.80000000000001,381.216,19.7395
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,299.0,0.0666666666607632,0.0044444444436573,310.34,0.051639777932014,0.0026666666648677,1492.4,133.9661648825299,17946.93333333319,42.39,8.766280092871,76.84766666666638,90.0,6.055300708197161,36.66666666669305,2024-01-11 03:20:00,19.14,26.19,18.010000000000048,1251.882,18.948600000000003
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,299.0,0.0666666666607632,0.0044444444436573,310.32000000000005,0.0632455531891645,0.0039999999982034,1458.4,62.6404200354851,3923.8222222220033,44.36,6.4248130106814685,41.27822222222187,92.0,6.055300708197189,36.666666666693374,2024-01-11 03:30:00,17.51,39.68,19.54000000000002,1789.568,17.685100000000002
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,298.99,0.0737864787318716,0.0054444444436489,310.31,0.0737864787250918,0.0054444444426484,1470.6,93.90089338114728,8817.377777777587,43.68,7.807233113522905,60.95288888888855,94.0,6.055300708197216,36.66666666669371,2024-01-11 03:40:00,19.03,20.49,18.02000000000004,565.524,19.600900000000003
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,298.96,0.0843274042662864,0.0071111111102897,310.28,0.0918936583374988,0.0084444444426489,1486.3,102.77921320318866,10563.566666666513,43.54,7.874882715175982,62.01377777777744,96.0,6.055300708197243,36.666666666694034,2024-01-11 03:50:00,18.07,38.97,18.880000000000052,1539.315,18.9735
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,298.92999999999995,0.0823272602297204,0.0067777777769321,310.23999999999995,0.1173787790700913,0.0137777777759853,1484.7,103.90599383844705,10796.455555555396,43.48,7.848680002253719,61.60177777777744,98.0,6.055300708197271,36.66666666669436,2024-01-11 04:00:00,20.13,12.89,16.720000000000027,596.807,21.539099999999998
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,298.9,0.1054092553348382,0.0111111111102451,310.18,0.1686548085370017,0.0284444444426527,1501.1,98.70770542926724,9743.211111110992,42.27,7.116498827060624,50.64455555555524,100.0,6.055300708197297,36.66666666669469,2024-01-11 04:10:00,21.88,31.97,14.770000000000039,1307.5729999999999,23.8492
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,298.87,0.1159501808690257,0.0134444444435597,310.13,0.2002775851395233,0.040111111109319,1487.5,107.683951140981,11595.83333333318,43.02,7.581966909860653,57.48622222222191,102.0,6.055300708197325,36.66666666669502,2024-01-11 04:20:00,23.5,13.43,13.150000000000034,678.215,26.085
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,298.83,0.1337493509815288,0.0178888888879801,310.08,0.214993539950453,0.046222222220427,1494.4,108.9966360337168,11880.266666666534,41.8,8.605295527238495,74.05111111111083,104.0,6.055300708197351,36.66666666669535,2024-01-11 04:30:00,21.59,18.21,15.06000000000006,549.942,24.3967
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,298.8,0.1490711984968851,0.0222222222212977,310.03000000000003,0.216281709295954,0.0467777777759795,1499.9,102.9028128327344,10588.98888888877,40.89,7.593484048840804,57.66099999999973,106.0,6.055300708197379,36.66666666669568,2024-01-11 04:40:00,19.21,27.13,17.440000000000055,1218.137,22.0915
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,298.76,0.1429840705935446,0.0204444444434997,309.98,0.2043961295523321,0.0417777777759737,1502.4,102.45237375917054,10496.488888888776,41.44,7.404833256431591,54.83155555555527,108.1,6.226288353963059,38.766666666696025,2024-01-11 04:50:00,21.67,27.78,14.980000000000018,1155.6480000000001,25.570600000000002
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,298.71,0.1370320319370846,0.0187777777768061,309.92,0.1873795909625739,0.0351111111093015,1502.4,102.45237375917054,10496.488888888776,40.92,7.084223473481194,50.18622222222196,110.2,6.356099432830618,40.4000000000297,2024-01-11 05:00:00,24.72,33.26,11.829999999999984,1416.876,29.663999999999998
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,298.67,0.1337493509812221,0.0178888888878981,309.86,0.1837873166895987,0.0337777777759628,1495.4,105.65899025744136,11163.822222222088,41.77,8.081260902716698,65.3067777777775,112.3,6.447221623823451,41.56666666669671,2024-01-11 05:10:00,22.01,28.46,14.440000000000055,1525.4560000000001,26.852200000000003
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,298.63,0.1159501808684927,0.0134444444434361,309.8,0.1563471919882949,0.0244444444426247,1468.6,76.18282104399925,5803.822222222015,43.46,6.375857240838696,40.651555555555234,114.4,6.50128192487428,42.26666666669702,2024-01-11 05:20:00,22.73,27.81,13.720000000000027,1237.5449999999998,28.1852
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,298.6,0.1054092553340901,0.0111111111100874,309.74,0.1429840705904533,0.0204444444426157,1439.4,73.14095979681775,5349.599999999711,44.4,6.419934232961832,41.21555555555523,116.6,6.686636756332871,44.711111111141776,2024-01-11 05:30:00,22.95,37.37,13.400000000000034,1827.3929999999998,29.1465
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,298.57000000000005,0.0823272602285554,0.0067777777767402,309.69,0.1286683937636626,0.0165555555537209,1434.8,76.42832517390777,5841.288888888585,45.96,8.49342229152783,72.13822222222186,118.9,6.967384333053218,48.54444444447543,2024-01-11 05:40:00,21.75,23.56,14.600000000000023,1458.3639999999998,28.275
1476,M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,298.54,0.0843274042649468,0.0071111111100637,309.66,0.1349897115352951,0.0182222222203821,1432.1,72.43610210998777,5246.988888888574,45.41,9.019294133504369,81.34766666666631,121.3,7.303728119561664,53.34444444447576,2024-01-11 05:50:00,23.9,16.76,12.450000000000045,593.3040000000001,31.787
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,298.51,0.0737864787301095,0.0054444444433889,309.63,0.1337493509780203,0.0178888888870416,1464.8,105.18533907135216,11063.955555555329,43.190000000000005,10.272341505226532,105.5209999999997,123.8,7.656515018091055,58.62222222225388,2024-01-11 06:00:00,24.82,14.85,11.53000000000003,420.255,33.7552
1478,L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,298.48,0.0918936583414821,0.008444444443381,309.59000000000003,0.1370320319338505,0.0187777777759198,1467.4,107.65294030148613,11589.155555555337,43.73,9.63581859522063,92.84899999999968,126.3,7.818070236462079,61.12222222225422,2024-01-11 06:10:00,25.63,22.0,10.620000000000005,783.2,35.3694
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,298.45,0.0971825315752519,0.0094444444433748,309.55,0.1269295517570274,0.0161111111092398,1482.3,110.48383491614328,12206.677777777595,42.82,9.93800784865859,98.76399999999973,128.8,7.800284895084077,60.8444444444768,2024-01-11 06:20:00,23.67,31.38,12.579999999999984,1123.4039999999998,33.138000000000005
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,298.41,0.1100504934565813,0.012111111110037,309.5,0.1154700538297508,0.0133333333314455,1468.1,117.29966372974346,13759.211111110892,43.040000000000006,9.932348944512333,98.65155555555526,131.2,7.800284895084101,60.84444444447719,2024-01-11 06:30:00,24.34,11.28,11.81000000000006,494.06399999999996,34.5628
1481,M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,298.38,0.1229272594262004,0.0151111111100363,309.46,0.107496769968484,0.0115555555536571,1530.0,218.6260124809792,47797.33333333327,40.65,12.574157802590369,158.10944444444422,133.6,7.662317607039283,58.711111111144206,2024-01-11 06:40:00,26.08,13.87,10.07000000000005,259.36899999999997,37.55519999999999
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,298.35,0.1269295517601688,0.0161111111100373,309.42,0.1229272594227974,0.0151111111091997,1521.1,225.26697740927548,50745.21111111103,41.31,13.470663598270782,181.4587777777776,136.1,7.534365710973956,56.76666666670009,2024-01-11 06:50:00,24.44,13.18,11.610000000000014,793.436,35.9268
1483,M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,298.31,0.1370320319367205,0.0187777777767063,309.37,0.1418136492344044,0.0201111111091787,1522.1,224.87895509461163,50570.54444444437,42.11,13.911502035685746,193.52988888888865,138.7,7.379400758570397,54.45555555558935,2024-01-11 07:00:00,29.66,27.56,6.2900000000000205,1446.8999999999999,44.49
1484,L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,298.26,0.1505545305382776,0.0226666666656011,309.31000000000006,0.1969207398316035,0.038777777775826,1548.4,213.03426954365816,45383.59999999999,40.78,13.825724815237228,191.15066666666647,141.3,7.3794007585704255,54.455555555589775,2024-01-11 07:10:00,26.47,17.29,9.279999999999973,615.524,40.4991
1485,M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,298.21,0.1449137674582386,0.0209999999989404,309.26000000000005,0.2065591117929651,0.0426666666646986,1568.0,203.1764422039787,41280.6666666667,38.510000000000005,11.66794754873366,136.14099999999985,143.8,7.360555534591963,54.17777777781238,2024-01-11 07:20:00,27.41,14.99,8.439999999999998,587.6080000000001,42.4855
1486,M16345,M,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,298.17999999999995,0.1316561177168648,0.0173333333322769,309.21000000000004,0.2024845673082695,0.0409999999980171,1613.7,239.1429372664904,57189.34444444456,36.9,13.16012495719128,173.18888888888875,146.3,7.52846450332422,56.67777777781279,2024-01-11 07:30:00,28.47,27.78,7.3799999999999955,536.154,44.982600000000005
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,298.16,0.1074967699724178,0.0115555555545029,309.18,0.1751190071484958,0.0306666666646749,1596.9,238.93209170064316,57088.54444444453,37.53,12.849820578081577,165.11788888888876,148.8,7.871185143013151,61.95555555559096,2024-01-11 07:40:00,24.94,32.84,11.110000000000014,1136.2640000000001,40.153400000000005
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,298.15,0.0971825315753469,0.0094444444433933,309.15,0.1581138830021028,0.0249999999980026,1582.8,244.78462188444595,59919.51111111118,38.82000000000001,13.275022494226592,176.22622222222202,151.4,8.194849330865786,67.15555555559142,2024-01-11 07:50:00,24.43,19.96,11.520000000000039,968.0600000000001,40.0652
1489,L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,298.14,0.0843274042649328,0.0071111111100614,309.12,0.1316561177132777,0.0173333333313324,1582.8,244.78462188444595,59919.51111111118,38.87,13.26332034848991,175.91566666666648,154.0,8.29993306532801,68.88888888892524,2024-01-11 08:00:00,26.71,90.82,9.240000000000066,3296.7659999999996,44.33860000000001
1490,M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,298.14,0.0843274042649328,0.0071111111100614,309.09,0.1197218999654177,0.0143333333313294,1619.6,234.164329762954,54832.93333333345,37.15,13.662214722039431,186.65611111111104,156.6,8.194849330865848,67.15555555559243,2024-01-11 08:10:00,30.89,81.24,4.960000000000036,2160.984,51.8952
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,298.14,0.0843274042649328,0.0071111111100614,309.06,0.096609178297552,0.0093333333313281,1548.1,191.35391875324177,36616.322222222254,39.66,12.113922201793724,146.7471111111109,159.3,8.028421735035662,64.45555555559302,2024-01-11 08:20:00,28.17,90.13,7.680000000000007,3947.6939999999995,48.170700000000004
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,298.13,0.0823272602284947,0.0067777777767302,309.03,0.0948683297944834,0.0089999999979948,1550.2,188.81725439047037,35651.955555555585,38.260000000000005,10.121506255932896,102.44488888888876,161.9,7.809538327515077,60.98888888892699,2024-01-11 08:30:00,32.84,60.54,2.909999999999968,2796.9480000000003,56.81320000000001
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,298.12,0.0918936583415826,0.0084444444433995,308.98999999999995,0.1370320319333021,0.0187777777757695,1553.3,187.20045702698255,35044.01111111115,38.86,11.181751005793116,125.03155555555536,164.5,7.73520092391736,59.83333333337199,2024-01-11 08:40:00,28.15,63.75,7.400000000000034,3729.375,49.544
1494,L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,298.12,0.0918936583415826,0.0084444444433995,308.98,0.1475729574677138,0.0217777777757676,1545.1,187.79329653164476,35266.32222222225,39.79,11.266908281432933,126.94322222222198,167.1,7.809538327515144,60.98888888892803,2024-01-11 08:50:00,29.28,63.24,6.370000000000061,2839.476,52.4112
1495,M16354,M,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,298.12,0.0918936583415826,0.0084444444433995,308.95,0.1715938356772586,0.029444444442434,1526.6,194.92061061992504,37994.04444444444,40.72,11.591932060225703,134.37288888888858,169.7,7.660142151280056,58.677777777817454,2024-01-11 09:00:00,32.97,84.94,2.579999999999984,4119.59,59.6757
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,298.1,0.1154700538334322,0.0133333333322957,308.9,0.2211083193524855,0.0488888888868807,1467.3,118.05935418725194,13938.011111111002,43.25,8.829149952792084,77.95388888888846,172.3,7.660142151280095,58.67777777781804,2024-01-11 09:10:00,33.67,62.44,1.6800000000000068,2784.824,61.9528
1497,L48676,L,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,298.08,0.1135292424349637,0.0128888888878567,308.85,0.2013840995549414,0.0405555555535545,1441.7,131.40019448657966,17266.011111110958,46.73,11.496284423915188,132.16455555555493,175.1,8.171087238960776,66.76666666670764,2024-01-11 09:20:00,33.75,77.37,1.8000000000000114,5369.478000000001,63.7875
1498,L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,298.06,0.1074967699725357,0.0115555555545282,308.81,0.1852925614571129,0.0343333333313379,1461.7,143.88039013940207,20701.56666666655,45.31,12.11376168752802,146.7432222222217,177.8,8.547904226575563,73.06666666670837,2024-01-11 09:30:00,32.47,76.54,3.079999999999984,2625.322,62.0177
1499,L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,298.04,0.0966091783026439,0.009333333332312,308.78000000000003,0.1549193338418634,0.0239999999980067,1483.9,175.71027289262264,30874.09999999992,44.4,13.16223554129176,173.244444444444,180.5,8.669871202429082,75.1666666667091,2024-01-11 09:40:00,32.19,70.87,3.4600000000000364,1927.664,62.12669999999999
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,298.03,0.0823272602286753,0.00677777777676,308.76000000000005,0.1349897115347324,0.0182222222202302,1532.2,282.6064401247785,79866.40000000001,43.37,14.986516161759086,224.5956666666663,183.2,8.547904226575643,73.06666666670975,2024-01-11 09:50:00,31.55,90.46,4.100000000000023,1474.498,61.5225
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,298.01,0.0567646212108538,0.0032222222212117,308.73,0.1059349905377548,0.0112222222202342,1608.2,324.5532998514183,105334.8444444446,40.73,17.08124702707621,291.76899999999983,185.9,8.530338015970427,72.76666666671028,2024-01-11 10:00:00,33.1,65.97,2.4499999999999886,1147.878,65.538
1502,M16361,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,298.0,0.0471404520684171,0.0022222222212147,308.71,0.0875595035657666,0.0076666666646834,1616.5,318.3028781243148,101316.7222222224,40.93,17.163918873937586,294.6001111111109,188.7,8.42021377401097,70.90000000004406,2024-01-11 10:10:00,31.1,72.34,4.449999999999989,3486.7880000000005,62.511
1503,L48682,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,298.0,0.0471404520684171,0.0022222222212147,308.71,0.0875595035657666,0.0076666666646834,1614.8,319.16307221648754,101865.06666666684,39.9,16.27861582977291,264.9933333333332,191.5,8.383184226642184,70.27777777782231,2024-01-11 10:20:00,30.7,87.1,4.850000000000023,4198.22,62.628
1504,L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,298.0,0.0471404520684171,0.0022222222212147,308.7,0.0816496580806393,0.0066666666646853,1642.3,319.6366165924469,102167.56666666691,38.03,16.70881670123757,279.1845555555556,194.2,8.256983576211278,68.17777777782277,2024-01-11 10:30:00,31.92,61.06,3.6299999999999955,1599.772,65.7552
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,298.0,0.0471404520684171,0.0022222222212147,308.7,0.0816496580806393,0.0066666666646853,1655.2,310.20380397409747,96226.40000000029,37.88,16.610826456126603,275.9195555555555,196.9,7.866242926443546,61.877777777823134,2024-01-11 10:40:00,31.67,83.55,3.8799999999999955,3926.85,65.87360000000001
1506,L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,298.01,0.031622776585687,0.0009999999989882,308.72,0.0421637021120271,0.0017777777757917,1679.5,295.68987131790686,87432.50000000032,37.09,16.442725510760745,270.36322222222225,199.5,7.412451985982106,54.94444444449008,2024-01-11 10:50:00,31.25,88.57,4.300000000000011,3250.519,65.625
1507,L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,298.01,0.031622776585687,0.0009999999989882,308.73,0.0483045891333825,0.0023333333313449,1713.7,260.4897310835888,67854.90000000042,33.52,11.894798116076728,141.48622222222247,201.8,7.3605555345927325,54.1777777778237,2024-01-11 11:00:00,33.77,92.63,1.8800000000000523,3121.6310000000003,71.59240000000001
1508,M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,298.01,0.031622776585687,0.0009999999989882,308.72,0.0632455531876648,0.0039999999980137,1688.4,281.10108897374016,79017.82222222257,35.660000000000004,13.81996944843062,190.9915555555557,204.1,7.20262297901424,51.87777777782397,2024-01-11 11:10:00,34.16,90.67,1.2900000000000773,5050.319,73.10239999999999
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,298.01,0.031622776585687,0.0009999999989882,308.7,0.0666666666518144,0.0044444444424641,1660.1,283.96691904359454,80637.21111111139,36.67,13.498316767491998,182.20455555555563,206.5,7.090682462064164,50.27777777782431,2024-01-11 11:20:00,32.86,71.18,2.590000000000032,2655.014,71.3062
1510,L48689,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,298.0,0.0,0.0,308.67,0.0823272602228837,0.0067777777758064,1582.4,216.2206691733653,46751.3777777779,38.81,11.45119595888957,131.1298888888888,209.0,6.99205898780436,48.88888888893574,2024-01-11 11:30:00,34.94,80.52,0.410000000000025,3035.6040000000003,76.868
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,298.01000000000005,0.031622776585687,0.0009999999989882,308.67,0.0823272602228837,0.0067777777758064,1527.0,116.60855695683566,13597.555555555586,40.96,8.66387134407399,75.06266666666643,189.2,66.73296703196205,4453.288888888934,2024-01-11 11:40:00,31.01,62.71,4.5400000000000205,2439.419,0.0
1512,L48691,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,298.02000000000004,0.0421637021235444,0.0017777777767629,308.67,0.0823272602228837,0.0067777777758064,1547.6,116.941770885248,13675.377777777838,39.17,8.848986131504303,78.30455555555547,169.4,88.62555437845752,7854.488888888932,2024-01-11 11:50:00,32.44,69.03,3.1100000000000136,2091.609,0.9732
1513,H30926,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,298.02000000000004,0.0421637021235444,0.0017777777767629,308.67,0.0823272602228837,0.0067777777758064,1551.7,114.29596085018372,13063.566666666731,37.98,8.281679915465354,68.58622222222223,149.5,101.41252388142227,10284.500000000044,2024-01-11 12:00:00,31.92,63.3,3.6299999999999955,2297.7899999999995,1.5960000000000003
1514,L48693,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,298.03000000000003,0.0483045891434233,0.0023333333323149,308.67,0.0823272602228837,0.0067777777758064,1531.4,85.39086602207541,7291.600000000033,38.65,7.452255437859807,55.53611111111107,129.9,108.00560685034438,11665.211111111155,2024-01-11 12:10:00,30.2,71.03,5.350000000000023,2336.8869999999997,3.02
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,298.04,0.0516397779395347,0.0026666666656444,308.68,0.0918936583365296,0.0084444444424708,1543.6,89.95208601126394,8091.377777777827,37.71,6.85053931372479,46.92988888888891,110.3,110.02328036475856,12105.122222222266,2024-01-11 12:20:00,32.88,90.63,2.7700000000000387,3407.688,3.9456000000000007
1516,M16375,M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,298.06000000000006,0.06992058987064,0.0048888888878582,308.7,0.1154700538293529,0.0133333333313536,1542.4,88.8034033381857,7886.044444444492,37.59,6.880641119999084,47.34322222222225,90.8,107.6442701163835,11587.288888888934,2024-01-11 12:30:00,32.82,72.15,2.930000000000007,2561.3250000000003,4.923
1517,L48696,L,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,298.08000000000004,0.0788810637680829,0.0062222222211843,308.71000000000004,0.1286683937630868,0.0165555555535727,1509.2,117.98756996678364,13921.06666666667,39.62,8.426387126165041,71.00399999999995,71.4,100.62714455961805,10125.822222222268,2024-01-11 12:40:00,35.27,79.67,0.4800000000000182,4302.18,6.3486
1518,M16377,M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,298.1,0.0816496580863731,0.0066666666656216,308.73999999999995,0.1349897115347383,0.0182222222202318,1512.4,114.35150487276796,13076.266666666674,37.93,6.259046785786688,39.17566666666667,52.0,87.9873728314343,7741.777777777823,2024-01-11 12:50:00,33.95,75.17,1.8000000000000114,2916.596,6.79
1519,H30932,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,298.12,0.0788810637679996,0.0062222222211712,308.78,0.147572957467743,0.0217777777757762,1498.8,122.83756211626252,15089.066666666657,39.77,8.393787385123987,70.4556666666666,32.6,66.27250141985354,4392.04444444449,2024-01-11 13:00:00,31.19,76.06,4.660000000000025,4236.542,7.1737
1520,M16379,M,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,298.14,0.0699205898704603,0.0048888888878331,308.82,0.1135292424306425,0.0128888888868756,1507.1,120.37667732764702,14490.544444444446,39.85,8.37565917803886,70.1516666666666,13.4,9.094564921487796,82.7111111111563,2024-01-11 13:10:00,35.51,93.94,0.2400000000000091,3616.69,9.9428
1521,L48700,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,298.16,0.0843274042648753,0.0071111111100517,308.86,0.1349897115346293,0.0182222222202024,1499.6,119.95017484124162,14388.044444444433,39.970000000000006,8.369129783515922,70.04233333333326,16.5,9.300537618871566,86.50000000004518,2024-01-11 13:20:00,34.56,70.37,1.3900000000000432,2821.8370000000004,10.713600000000001
1522,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,298.17,0.0823272602284139,0.0067777777767169,308.88,0.1229272594223421,0.0151111111090878,1493.9,113.61870933570356,12909.21111111109,40.37,7.940200109429087,63.046777777777685,19.5,9.300537618871566,86.50000000004518,2024-01-11 13:30:00,33.6,81.96,2.1499999999999773,2811.2279999999996,11.088
1523,H30936,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,298.19,0.0567646212103801,0.0032222222211579,308.91,0.1100504934522552,0.0121111111090848,1499.8,115.65734832781791,13376.62222222221,40.510000000000005,7.872519009539161,61.97655555555545,22.6,9.094564921487796,82.71111111115628,2024-01-11 13:40:00,32.39,74.7,3.4600000000000364,2816.1900000000005,11.6604
1524,L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,298.21,0.0567646212103696,0.0032222222211567,308.94,0.0843274042591348,0.0071111111090835,1494.9,113.46409123594998,12874.09999999998,40.91,7.537380918536026,56.81211111111098,25.7,9.592242235846438,92.01111111115628,2024-01-11 13:50:00,31.29,62.14,4.560000000000002,2292.966,12.828899999999999
