UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_rolling_mean,Air_temperature_rolling_std,Process_temperature_rolling_mean,Process_temperature_rolling_std,Rotational_speed_rolling_mean,Rotational_speed_rolling_std,Torque_rolling_mean,Torque_rolling_std,Tool_wear_rolling_mean,Tool_wear_rolling_std,Air_temperature_roc,Process_temperature_roc,Rotational_speed_roc,Torque_roc,Tool_wear_roc,power_proxy,temp_delta,Ambient_Temperature,Load_Density,Humidity,Shift_Afternoon,Shift_Morning,Shift_Night,Type_H,Type_L,Type_M,Temp_Differential,Stress_Index
2343,M17202,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,299.19,0.0567646212197886,308.31,0.1286683937702401,1538.9,149.2346772331696,38.34,8.45855254231547,50.2,91.17723887510958,0.0999999999999659,0.0,265.0,-18.2,2.0,47206.8,9.0,27.460094239963997,33.17297506781297,57.83040907286443,True,False,False,False,False,True,7.5899057600360145,4.644216509493816
2344,L49523,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,299.17999999999995,0.0632455532034033,308.29,0.1100504934607023,1524.9,164.77961713216126,39.96,11.067389534624306,29.7,68.47878828107521,-0.0999999999999659,0.1000000000000227,-369.0,33.2,3.0,80127.0,9.199999999999989,22.369825786662098,83.99762860397571,48.56629735028032,False,True,False,False,True,False,12.780174213337936,14.279596862675872
2345,M17204,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,299.18,0.0632455532034033,308.28000000000003,0.1032795558979995,1555.9,176.79960407195318,38.25,11.759086321271372,9.2,6.356099432816641,0.0999999999999659,0.0,450.0,-35.0,2.0,46332.0,9.100000000000025,14.233285400643778,29.862308019526655,38.06281217731273,False,True,False,False,False,True,20.916714599356254,5.673838523710065
2346,L49525,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,299.18,0.0632455532034033,308.28,0.1032795558979995,1552.5,178.12370857231488,38.18,11.753562107813217,11.4,6.619835513219122,0.0,0.0999999999999659,-280.0,12.300000000000004,3.0,57082.50000000001,9.199999999999989,30.48576355876848,54.7723751874361,66.70718296177581,True,False,False,False,True,False,4.764236441231521,12.04992254123594
2347,L49526,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,299.17999999999995,0.0632455532034033,308.28,0.1032795558979995,1549.3,180.7570806973316,38.27,11.830098149306396,13.6,6.8019605016880496,0.0,0.0,-73.0,9.0,2.0,66875.40000000001,9.199999999999989,22.605812719957978,63.31080666066213,54.356248795071856,True,False,False,False,True,False,12.644187280042022,15.194593598558912
2348,L49527,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,299.18,0.0632455532034033,308.27000000000004,0.0948683298040447,1502.6,143.0875411922503,40.18,10.744280132031,15.8,6.908931417606765,0.0,-0.0999999999999659,8.0,-4.700000000000003,2.0,60630.0,9.100000000000025,20.686121179784397,55.91054784271118,47.458912884016414,True,False,False,False,True,False,14.463878820215637,14.536742439104906
2349,L49528,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,299.17,0.0483045891540223,308.28000000000003,0.1032795558979995,1481.1,134.18763811253902,41.56,9.85553426028017,18.0,6.944222218656712,0.0,0.0999999999999659,26.0,-1.2000000000000028,2.0,60024.8,9.199999999999989,28.467394559569968,51.28563860163986,51.64638531449738,False,False,True,False,True,False,6.782605440430032,14.35997880845916
2350,M17209,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,299.18,0.0632455532034033,308.31000000000006,0.1197218999732101,1473.1,137.53096621003647,41.65,9.857005405068833,20.2,6.908931417607175,0.1000000000000227,0.1000000000000227,-50.0,0.4000000000000057,2.0,58489.2,9.199999999999989,23.03993680040435,48.31367450618983,54.740419565616584,True,False,False,False,False,True,12.310063199595671,14.494102351856947
2351,L49530,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,299.2,0.0666666666666775,308.36,0.1264911064064732,1499.6,162.12560288588168,40.22,10.98309812595904,22.5,6.964194138582663,0.0,0.1000000000000227,358.0,-15.800000000000004,3.0,46041.6,9.300000000000011,30.29968192023311,31.226488176334318,35.71143386106565,False,False,True,False,True,False,5.150318079766937,10.304741098190325
2352,L49531,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,299.21,0.0567646212197525,308.38,0.1135292424393332,1498.0,163.1944988179563,40.42,11.125426333903418,24.8,6.908931417607604,-0.1000000000000227,-0.2000000000000454,-351.0,22.0,2.0,67421.2,9.199999999999989,28.08502974788349,61.535344246953905,51.5769421996281,False,True,False,False,True,False,7.164970252116511,21.537370486433865
2353,M17212,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,299.22,0.0632455532033508,308.41,0.0994428926011671,1472.8,152.07512763250924,42.14,10.327224000454148,27.1,6.740425308035715,0.1000000000000227,0.1000000000000227,29.0,-3.0,2.0,64558.8,9.199999999999989,28.417846616002386,47.4238079460102,45.49876526706108,False,True,False,False,False,True,6.932153383997637,17.546808940023773
2354,L49533,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,299.23,0.0483045891539328,308.42,0.091893658347335,1526.4,178.52058704810335,38.28,9.509971375117592,29.4,6.834552736718702,-0.1000000000000227,-0.1000000000000227,419.0,-22.6,3.0,41974.8,9.199999999999989,18.170221443997328,28.77823727815697,55.072999856297514,False,True,False,False,True,False,17.079778556002672,11.511294911262787
2355,L49534,299.3,308.6,1433,37.7,42,0,0,0,0,0,0,299.24,0.0516397779493887,308.45,0.0971825315810358,1494.2,160.87386363234862,39.41,8.56601164810999,31.7,6.81583124464188,0.1000000000000227,0.2000000000000454,-408.0,14.900000000000002,2.0,54024.100000000006,9.300000000000011,31.059719926932004,53.838497022897656,42.598180753937214,False,True,False,False,True,False,4.390280073068041,22.612168749617016
2356,M17215,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,299.25,0.0527046276694165,308.46000000000004,0.0966091783082846,1477.2,171.74321917715665,41.6,10.857357976147918,33.9,6.887186169490199,0.0,-0.1000000000000227,-128.0,22.9,2.0,79083.0,9.199999999999989,26.30625265616928,81.94836106763934,43.952981449029174,False,False,True,False,False,True,9.043747343830741,36.05727886976131
2357,H31770,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,299.26000000000005,0.0516397779493573,308.48,0.1032795558993375,1486.8,169.7441211549495,40.78,10.653199832288289,36.2,7.0521864221828405,0.0,0.1000000000000227,193.0,-21.1,3.0,59171.0,9.300000000000011,23.153614303768983,49.08555025575722,66.62871098564058,False,False,True,True,False,False,12.296385696231063,23.070208620205893
2358,L49537,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,299.27,0.0483045891538619,308.5,0.0816496580935548,1523.0,189.0484946603194,39.09,11.563491398938895,38.8,7.641989269809922,0.0,-0.1000000000000227,274.0,-13.4,5.0,46249.2,9.199999999999989,25.716942336711256,34.3077885416845,62.30912090882136,False,False,True,False,True,False,9.633057663288767,17.84005004167594
2359,M17218,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,299.27,0.0483045891538619,308.5,0.0816496580935548,1517.5,192.62701437406477,39.16,11.583820133655792,41.4,7.974960814944064,-0.1000000000000227,-0.1000000000000227,-391.0,16.4,2.0,58692.5,9.199999999999989,16.1188238355084,52.70220587351664,17.044388200326914,True,False,False,False,False,True,19.1311761644916,28.459191171698986
2360,L49539,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,299.27,0.0483045891538619,308.5,0.0816496580935548,1520.2,190.75918501258636,38.79,11.534918002887313,44.1,8.252272414304844,0.1000000000000227,0.1000000000000227,32.0,-4.0,3.0,54400.5,9.199999999999989,27.043264057403356,51.00490027242261,61.56761982464312,False,False,True,False,True,False,8.306735942596667,29.07279315528089
2361,H31774,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,299.26000000000005,0.0516397779493573,308.48,0.0788810637752807,1484.6,177.0807725305023,41.470000000000006,11.449410465172456,46.7,8.45970842680566,-0.1000000000000227,-0.1000000000000227,-25.0,14.700000000000005,2.0,73841.6,9.199999999999989,19.853142459089643,77.15223624665751,49.26347973742243,True,False,False,True,False,False,15.396857540910357,45.51981938552793
2362,M17221,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,299.26,0.0516397779493573,308.5,0.0816496580935548,1508.4,179.380539016297,40.17,11.312338396635791,49.6,8.95916662790521,0.0,0.2000000000000454,243.0,-17.800000000000004,5.0,57737.4,9.400000000000034,18.23664857078233,51.05659322983457,42.918179371009884,False,True,False,False,False,True,17.213351429217717,32.676219667094124
2363,H31776,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,299.26000000000005,0.0516397779493573,308.51,0.0875595035779095,1518.2,176.79416782738403,39.77,11.176766576748015,52.6,9.287985070324684,0.1000000000000227,0.0,-111.0,6.0,3.0,62928.0,9.300000000000011,17.388204068910547,56.650968917497714,39.928252642923496,True,False,False,True,False,False,18.0617959310895,37.956149174723464
2364,L49543,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,299.27,0.0483045891538619,308.52000000000004,0.0788810637756639,1485.1,135.8990229708954,42.03,9.527276630811167,55.8,9.953223933308156,0.0,-0.1000000000000227,-10.0,4.0,5.0,68554.0,9.199999999999989,30.563441874949625,56.80450494199786,40.508823717200116,True,False,False,False,True,False,4.786558125050398,40.89924355823846
2365,L49544,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,299.26000000000005,0.0516397779493573,308.51000000000005,0.0737864787382249,1478.4,140.33230403422826,43.23,9.67586344123014,59.0,10.165300454647127,-0.1000000000000227,0.0,-144.0,4.300000000000004,2.0,67890.2,9.300000000000011,21.853683031536058,68.63219849213934,43.20064055241585,False,True,False,False,True,False,13.496316968463965,50.78782688418311
2366,L49545,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,299.27,0.0674948557709778,308.51000000000005,0.0737864787382249,1532.4,167.46687898075547,39.46,9.498912218424476,62.2,9.953223933308571,0.1999999999999886,0.0,479.0,-26.800000000000004,2.0,42250.5,9.100000000000025,32.6686385495825,21.461176600837085,38.728674163181566,False,True,False,False,True,False,2.6813614504175263,16.310494216636183
2367,L49546,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,299.27,0.0674948557709778,308.5,0.0666666666676113,1531.1,167.81368637072714,39.98,9.64259070766545,65.3,9.510812560211642,-0.0999999999999659,0.0,-360.0,21.800000000000004,2.0,66379.5,9.199999999999989,22.32099268473851,57.093323973857565,36.45400338927358,False,True,False,False,True,False,13.029007315261513,44.532792699608905
2368,M17227,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,299.27,0.0674948557709778,308.5,0.0666666666676113,1503.5,144.9269931149226,41.31,8.345384619323724,68.1,9.279008567725734,0.0,0.0,11.0,-5.300000000000004,2.0,58942.4,9.199999999999989,16.463210212035264,54.35458843071244,39.59619849156089,True,False,False,False,False,True,18.88678978796476,43.48367074456995
2369,M17228,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,299.28000000000003,0.0632455532032672,308.5,0.0666666666676113,1512.2,139.25659768929972,41.28,8.341169648862902,71.0,8.906926143921067,0.0,-0.1000000000000227,-28.0,2.8000000000000043,3.0,61949.600000000006,9.099999999999966,19.417377800256705,58.79348988224921,53.23393855065687,False,True,False,False,False,True,15.832622199743295,48.79859660226685
2370,M17229,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,299.27,0.0674948557709778,308.49,0.07378647873801,1556.5,171.03102382641148,39.7,10.212737145349454,73.9,8.55634916953756,-0.1000000000000227,0.0,388.0,-19.500000000000004,3.0,42131.2,9.199999999999989,31.179058100034695,32.98388720303693,50.50090148570797,True,False,False,False,False,True,4.070941899965305,28.366142994611756
2371,L49550,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,299.27000000000004,0.0674948557709778,308.49,0.07378647873801,1579.7,161.08041470023412,37.79,9.136793748356173,76.9,7.992357460581739,0.0,0.0,-236.0,11.400000000000002,3.0,55242.0,9.199999999999989,24.220509110316662,45.99112472542185,55.55856451551856,True,False,False,False,True,False,11.029490889683338,40.93210100562545
2372,L49551,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,299.28000000000003,0.0632455532032672,308.48,0.0632455532041068,1557.5,168.35824898115152,38.73,9.34476086133594,79.6,7.705697747622863,0.1000000000000227,0.1000000000000227,-211.0,10.699999999999996,2.0,63123.2,9.199999999999989,22.258563517546996,57.50701479126466,49.33630160789946,False,True,False,False,True,False,13.091436482453027,52.33138346005084
2373,M17232,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,299.28,0.0632455532032672,308.47,0.0483045891547599,1545.9,175.09073838060678,39.53,9.923266711230868,82.2,7.360555534585917,0.0,0.0,-5.0,4.600000000000001,2.0,69357.59999999999,9.199999999999989,25.80009112926394,67.1807414679314,36.93320669355208,False,False,True,False,False,True,9.549908870736083,62.4780895651762
2374,L49553,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,299.27,0.0674948557709778,308.46,0.0516397779500078,1529.9,185.7234802363733,40.12,10.471315315873404,84.6,7.574812062205008,-0.1000000000000227,-0.1000000000000227,-54.0,1.8999999999999984,3.0,69255.0,9.199999999999989,27.508913680837725,62.206974170436645,54.94440923493606,True,False,False,False,True,False,7.7410863191622745,59.71869520361918
2375,M17234,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,299.27000000000004,0.0674948557709778,308.45,0.0527046276698697,1547.1,176.59838303022002,38.95,9.921161446345124,87.0,7.644896627449986,0.0,0.0,188.0,-13.299999999999995,2.0,58444.0,9.199999999999989,30.586994079512305,45.38496877491757,39.95310721125085,False,True,False,False,False,True,4.663005920487695,44.477269399419214
2376,M17235,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,299.25,0.0527046276694165,308.43999999999994,0.0516397779496659,1510.2,142.7420361662546,39.93,8.548690607988544,89.5,7.735200923911946,0.0,0.0,-62.0,-5.299999999999997,3.0,48265.2,9.199999999999989,32.24249614946463,42.997968421465984,56.466143019889344,False,False,True,False,False,True,3.0075038505353717,43.42794810568064
2377,M17236,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,299.24,0.0516397779493887,308.42,0.063245553203268,1498.1,150.0566189439451,40.64,9.254572443452563,92.1,7.80953832750996,0.0,-0.0999999999999659,-112.0,19.099999999999994,3.0,70655.2,9.100000000000025,23.20115677105457,68.4900091012722,38.340799970430396,False,True,False,False,False,True,11.948843228945464,71.22960946532308
2378,M17237,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,299.23,0.0483045891539328,308.4,0.0666666666662939,1506.7,152.36947054956582,41.25,9.36414556818841,94.8,7.82872204697871,0.0,0.0,218.0,-6.299999999999997,3.0,71981.0,9.100000000000025,18.36976156958981,50.27140191396528,43.12523373596475,False,False,True,False,False,True,16.780238430410225,53.790400047942846
2379,L49558,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,299.21,0.0567646212197419,308.38,0.0918936583467952,1494.7,160.27618524146067,42.64,10.485354866034202,97.5,7.96171394166193,-0.0999999999999659,-0.1000000000000227,-234.0,10.6,3.0,75622.8,9.099999999999966,22.93267419438362,75.51332981597474,46.38608359432085,True,False,False,False,True,False,12.117325805616392,83.06466279757221
2380,H31793,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,299.2,0.0666666666666595,308.36,0.1074967699767369,1454.1,97.85073666900084,44.98,7.810932509416987,100.1,8.033955715860824,0.0,0.0,102.0,-10.0,2.0,66845.0,9.099999999999966,26.30140253291443,64.04640951361786,56.744048010569486,False,True,False,True,False,False,8.748597467085581,71.73197865525201
2381,L49560,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,299.18,0.0918936583472756,308.33000000000004,0.1337493509842544,1416.3,99.63717512387716,47.66,8.24852848829552,102.9,8.595218308905814,-0.1000000000000227,-0.0999999999999659,-208.0,14.799999999999995,5.0,75637.8,9.100000000000025,20.181205368946944,79.11749026175468,51.75997252127395,True,False,False,False,True,False,14.768794631053101,92.56746360625299
2382,L49561,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,299.16,0.0843274042711793,308.3,0.1247219128915317,1424.7,102.45438009182185,46.67,9.172307355416237,105.7,8.844960900609392,0.1000000000000227,0.0999999999999659,251.0,-26.0,2.0,52105.7,9.099999999999966,20.214245425524787,57.43368911876983,50.200013221509245,False,True,False,False,True,False,14.835754574475224,68.34609005133609
2383,L49562,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,299.14,0.0699205898780631,308.28000000000003,0.1032795558975702,1444.4,116.06722190179056,44.87,10.276732078935536,108.5,8.809716857600494,0.0,0.1000000000000227,108.0,-3.5,2.0,50271.4,9.199999999999989,26.718939407749428,37.577491570251745,68.85668785055306,False,True,False,False,True,False,8.431060592250606,45.46876480000461
2384,L49563,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,299.13,0.0674948557711266,308.26,0.0966091783063707,1466.2,116.83682828818974,43.07,10.59675526858211,111.2,8.68971294756586,0.0,-0.1000000000000227,-33.0,1.8999999999999984,2.0,52214.4,9.099999999999966,24.756738242147744,41.667149039462515,31.630168387748544,False,True,False,False,True,False,10.293261757852267,51.25059331853889
2385,M17244,299.1,308.3,1506,38.0,125,0,0,0,0,0,0,299.12,0.0632455532034617,308.25,0.0849836585580077,1463.0,115.076785959055,43.07,10.59675526858211,113.9,8.319321553534115,0.0,0.1000000000000227,-62.0,4.700000000000003,2.0,57228.0,9.199999999999989,25.163984977057932,47.63302056074777,39.616223572994485,False,True,False,False,False,True,9.986015022942102,59.54127570093471
2386,L49565,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,299.11,0.0567646212198855,308.24,0.069920589875614,1467.8,116.66933330285563,43.21,10.45279866829934,116.6,8.044321668798483,0.0,0.0,18.0,-3.899999999999999,3.0,51968.4,9.199999999999989,21.207523326499654,44.136033222918286,39.18811521961008,True,False,False,False,True,False,13.94247667350038,56.494122525335406
2387,L49566,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,299.1,0.0471404520792927,308.25,0.0849836585580077,1485.7,112.63613984862712,41.82,10.1019030110393,119.2,7.714344503008938,0.0,0.0999999999999659,19.0,3.799999999999997,2.0,58479.7,9.299999999999956,23.847996428971165,47.83418272368029,32.29347690077726,False,False,True,False,True,False,11.402003571028835,62.18443754078438
2388,M17247,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,299.1,0.0471404520792927,308.27,0.1159501808716228,1474.9,107.43416588776348,41.99,10.1846780345118,121.7,7.364328437361398,0.0999999999999659,0.1000000000000227,-69.0,9.300000000000004,2.0,69572.8,9.300000000000011,20.378834278658477,54.584746232589225,42.80480487113972,False,False,True,False,False,True,14.971165721341546,72.05186502701777
2389,M17248,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,299.11,0.0567646212198855,308.3,0.1333333333324809,1492.7,98.4423689272027,40.11,8.951157591184655,124.2,7.192588778272608,0.0,0.0,52.0,-9.900000000000006,3.0,56919.8,9.300000000000011,29.450992055623935,45.96177549009699,56.87769163796706,False,True,False,False,False,True,5.899007944376088,62.04839691163094
2390,L49569,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,299.12,0.0632455532034617,308.33000000000004,0.1418136492406162,1534.4,152.06226794748528,38.2,9.54882191686495,126.8,6.9888800565217615,0.0,0.0,341.0,-10.299999999999995,3.0,50409.0,9.300000000000011,30.176246673618763,34.75993829658655,44.083526014842484,True,False,False,False,True,False,5.173753326381259,47.968714849289434
2391,L49570,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,299.14,0.0516397779495013,308.37,0.1251665557030882,1558.9,114.9168298282599,36.23,5.532941753212735,129.1,7.187179944565309,0.0,0.0,-380.0,14.200000000000005,2.0,61264.4,9.300000000000011,15.769060688809532,59.928761193599804,46.6699702801369,False,True,False,False,True,False,19.58093931119049,83.90026567103972
2392,L49571,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,299.15,0.0527046276695205,308.39,0.1100504934612104,1567.6,112.64417921539744,36.0,5.641118880348346,131.4,7.275529763071738,0.0,-0.1000000000000227,93.0,-8.600000000000001,2.0,51508.0,9.199999999999989,20.35244569903795,53.569963103157,32.77445172119718,True,False,False,False,True,False,14.89755430096205,76.06934760648295
2393,L49572,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,299.16,0.051639777949461,308.41,0.1100504934613898,1541.5,132.52777486666932,37.86,6.885120833281671,133.7,7.25794583734202,0.0,0.1000000000000227,-240.0,17.4,2.0,67000.0,9.300000000000011,17.517353724549604,71.9515209252846,42.03474424839653,False,False,True,False,True,False,17.83264627545042,103.61019013240981
2394,L49573,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,299.17,0.0483045891539811,308.44,0.084327404271405,1539.1,132.21148882671756,38.69,6.773715540397505,136.0,7.133644853012011,0.0,0.0,204.0,-8.399999999999999,2.0,64230.4,9.300000000000011,21.74988032796551,50.43119884641504,45.38301284412416,False,True,False,False,True,False,13.600119672034513,73.62955031576597
2395,L49574,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,299.18,0.0421637021355815,308.46000000000004,0.0699205898785838,1537.3,132.8332705980594,38.92,6.786719056772277,138.3,6.896859188549952,0.0,0.0,-56.0,-1.3000000000000045,2.0,59966.4,9.300000000000011,24.582810151048196,49.13191800431043,56.42400422547114,False,False,True,False,True,False,10.767189848951826,72.71523864637943
2396,M17255,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,299.18999999999994,0.0316227766016685,308.48,0.0421637021369988,1559.1,147.48819161772286,38.4,7.371114795832022,140.5,6.753599863119939,0.0,0.0,254.0,-11.4,2.0,50343.8,9.300000000000011,17.75177390150735,36.931816642479355,33.250836020817786,False,False,True,False,False,True,17.598226098492674,55.39772496371903
2397,M17256,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,299.19,0.031622776601674,308.49,0.0316227766038819,1564.0,147.70766925097365,38.03,7.490890764418132,142.8,6.696599468720707,-0.0999999999999659,0.0,-150.0,5.300000000000004,3.0,54446.4,9.399999999999975,20.390700934373434,53.570314026513365,45.44991254278862,False,False,True,False,False,True,14.959299065626588,81.96258046056545
2398,L49577,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,299.19,0.031622776601674,308.5,0.0471404520807866,1574.8,144.3050780657251,37.190000000000005,6.786170577808334,145.2,6.696599468720972,0.0999999999999659,0.1000000000000227,-10.0,4.599999999999994,3.0,61381.6,9.400000000000034,19.980213139592507,49.82562125345084,60.868180300688906,True,False,False,False,True,False,15.469786860407538,77.7279691553833
2399,L49578,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,299.18999999999994,0.031622776601674,308.5,0.0471404520807866,1571.2,146.09570683478353,37.78,7.048214904025964,147.5,6.753599863120707,0.0,-0.1000000000000227,-92.0,4.400000000000006,2.0,64368.00000000001,9.300000000000011,26.03633664699472,49.759329388043916,45.54916714376736,False,False,True,False,True,False,9.313663353005303,78.61974043310938
2400,M17259,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,299.19,0.031622776601674,308.5,0.0471404520807866,1543.9,104.17127989784436,38.66,6.028303612497038,149.7,6.896859188551174,0.0,0.0,104.0,-7.400000000000006,2.0,57065.2,9.300000000000011,25.34672168518125,44.23040674343326,28.84438585881321,False,False,True,False,False,True,10.003278314818772,70.76865078949322
2401,H31814,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,299.18999999999994,0.031622776601674,308.51,0.0567646212213264,1541.4,105.9729525240575,40.040000000000006,7.948193365650974,152.0,7.13364485301366,0.0,0.1000000000000227,-132.0,19.200000000000003,3.0,80410.0,9.400000000000034,21.391312233313734,75.58684658873155,62.79175777348191,False,False,True,True,False,False,14.058687766686312,123.20655993963243
2402,M17261,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,299.18999999999994,0.031622776601674,308.53,0.0483045891562007,1520.1,118.06820062997276,41.54,7.802164941718303,154.6,7.791733511302496,0.0,0.0,-95.0,-7.399999999999999,5.0,65069.2,9.400000000000034,25.88410436069699,65.59069355158226,57.34896942538333,False,True,False,False,False,True,9.565895639303054,110.19236516665819
2403,L49582,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,299.19,0.031622776601674,308.55,0.070710678120444,1518.6,120.67697930149242,41.64,7.928037448055992,157.3,8.367264254889905,0.0,0.0999999999999659,-42.0,3.3999999999999986,3.0,67575.0,9.5,22.266599577063673,65.57855113229368,58.69397175078791,True,False,False,False,True,False,13.283400422936339,112.1393224362222
2404,H31817,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,299.18999999999994,0.031622776601674,308.57,0.0823272602366184,1509.0,122.24020069791352,42.62,8.507095078031458,160.0,8.666666666669625,0.0,0.0,123.0,0.3999999999999986,2.0,74427.2,9.5,23.641724448369732,70.51890104404036,32.56216353254606,False,True,False,True,False,False,11.908275551630279,121.99769880618983
2405,M17264,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,299.18,0.0421637021355646,308.59,0.0875595035789666,1561.0,198.8869025350826,40.62,11.07618064938353,163.0,9.225568335401723,-0.0999999999999659,0.0,560.0,-31.1,5.0,40762.4,9.599999999999966,33.36726045149268,15.135444470294567,65.12455725847215,False,False,True,False,False,True,2.182739548507328,26.94109115712433
2406,L49585,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,299.17,0.0483045891539539,308.61,0.087559503579192,1536.6,188.9322041838745,41.62,10.326535398347971,166.1,9.57369080112869,0.0,0.0,-510.0,18.6,3.0,58272.2,9.599999999999966,31.70230525895174,51.30243599239587,42.267239148888024,False,False,True,False,True,False,3.8476947410482722,92.85740914623652
2407,L49586,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,299.17,0.0483045891539539,308.62,0.0788810637771179,1521.1,190.2357893656056,42.36,9.995576799542684,169.1,9.711962840862157,0.0,-0.0999999999999659,-61.0,2.700000000000003,2.0,59779.2,9.5,18.502093815362013,58.61152110162123,44.90561055779769,True,False,False,False,True,False,16.947906184638033,107.25908361596686
2408,M17267,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,299.16,0.0516397779494239,308.62,0.0788810637771179,1512.8,189.09068958806083,42.99,9.944674733522255,172.0,9.695359714836242,0.0,0.0,62.0,3.5,2.0,67604.90000000001,9.5,29.148662089395874,54.712968219527596,42.972228340079965,False,False,True,False,False,True,6.301337910604172,101.21899120612605
2409,L49588,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,299.14,0.0699205898780054,308.61,0.0994428926030208,1499.4,195.5244798541137,43.93,10.400539515920444,175.0,9.521904571394352,-0.1000000000000227,-0.2000000000000454,-143.0,7.5,3.0,71325.6,9.399999999999975,29.05698277245796,64.48671462822352,59.46937181955207,False,False,True,False,True,False,6.19301722754204,121.23502350106024
2410,L49589,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,299.13,0.067494855771049,308.61,0.0994428926030208,1493.9,193.32899420417908,45.03,10.019874694270849,178.0,8.981462390209357,0.1000000000000227,0.1000000000000227,183.0,-5.800000000000004,2.0,72025.2,9.399999999999975,19.25868355623691,51.76436498030796,48.202016474947044,False,True,False,False,True,False,16.091316443763112,98.35229346258514
2411,L49590,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,299.12,0.0632455532033599,308.6,0.1054092553405878,1516.6,202.28648551552251,42.74,10.104586417398144,180.9,8.252272414316124,0.0,0.0,150.0,-14.699999999999996,2.0,54216.9,9.399999999999975,29.093888218774303,49.85548319598559,54.81741032587626,True,False,False,False,True,False,6.256111781225719,95.72252773629234
2412,L49591,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,299.1,0.0666666666666682,308.59000000000003,0.1100504934629386,1535.8,195.5077719398601,41.790000000000006,10.043289633713998,183.5,7.820912137772262,-0.1000000000000227,0.0,-130.0,6.0,2.0,59397.9,9.5,32.68965959206277,46.13813350914805,50.75901022884368,True,False,False,False,True,False,2.6603404079372552,89.50797900774721
