UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_rolling_mean,Air_temperature_rolling_std,Process_temperature_rolling_mean,Process_temperature_rolling_std,Rotational_speed_rolling_mean,Rotational_speed_rolling_std,Torque_rolling_mean,Torque_rolling_std,Tool_wear_rolling_mean,Tool_wear_rolling_std,Air_temperature_roc,Process_temperature_roc,Rotational_speed_roc,Torque_roc,Tool_wear_roc,power_proxy,temp_delta
3063,L50242,L,299.9,309.0,1553,40.0,88,0,0,0,0,0,0,300.08000000000004,0.10327955589935427,309.13,0.11595018088322845,1520.7,181.1629407773848,39.89,10.305171301611445,77.4,7.933053216337676,-0.20000000000004547,-0.10000000000002274,200.0,-18.700000000000003,2.0,62120.0,9.100000000000023
3064,L50243,L,300.0,309.1,1431,45.4,90,0,0,0,0,0,0,300.06,0.09660917830842851,309.11,0.09944289261305307,1513.2,183.37805515140093,40.87,10.317843228547787,80.1,7.030884249740569,0.10000000000002274,0.10000000000002274,-122.0,5.399999999999999,2.0,64967.4,9.100000000000023
3065,M17924,M,300.1,309.1,1731,30.4,92,0,0,0,0,0,0,300.05,0.08498365856043512,309.09000000000003,0.07378647875294628,1552.1,184.28326625665528,39.040000000000006,10.397350089753132,82.5,6.519202405196562,0.10000000000002274,0.0,300.0,-15.0,2.0,52622.399999999994,9.0
3066,M17925,M,300.1,309.2,1687,27.7,95,0,0,0,0,0,1,300.05,0.08498365856043512,309.09000000000003,0.07378647875294628,1578.1,183.00907688478532,38.05,11.003358073283332,84.7,6.667499947917496,0.0,0.0999999999999659,-44.0,-2.6999999999999993,3.0,46729.9,9.099999999999966
3067,M17926,M,300.1,309.2,1457,44.3,98,0,0,0,0,0,0,300.04,0.06992058987867543,309.09000000000003,0.07378647875294628,1557.1,183.7216796013868,39.49,10.75778271247795,87.0,6.912147117770699,0.0,0.0,-230.0,16.599999999999998,3.0,64545.1,9.099999999999966
3068,L50247,L,300.1,309.2,1533,37.0,101,0,0,0,0,0,0,300.04,0.06992058987867543,309.1,0.08164965810708855,1570.4,175.72529066066966,38.519999999999996,10.468874501747257,89.4,7.214183560485301,0.0,0.0,76.0,-7.299999999999997,3.0,56721.0,9.099999999999966
3069,H32482,H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0,300.04,0.06992058987867543,309.1,0.08164965810708855,1561.7,170.16661769506038,38.49,10.4897251314481,91.8,7.360555534585253,-0.10000000000002274,-0.19999999999998863,89.0,-5.199999999999999,2.0,51579.6,9.0
3070,L50249,L,300.0,309.1,1791,28.2,108,0,0,0,0,0,0,300.04,0.06992058987867543,309.11,0.07378647875326165,1604.0,169.2388187673761,36.730000000000004,10.602835050641488,94.5,7.8916270678306875,0.0,0.10000000000002274,169.0,-3.6000000000000014,5.0,50506.2,9.100000000000023
3071,L50250,L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0,300.04,0.06992058987867543,309.11,0.07378647875326165,1578.9,139.41181999943402,37.18,10.07547076374656,97.1,8.319321553531605,0.0,0.0,-160.0,0.10000000000000142,2.0,46157.3,9.100000000000023
3072,L50251,L,300.0,309.0,2174,16.9,112,0,0,0,0,0,0,300.03000000000003,0.06749485577172827,309.1,0.08164965810708855,1661.0,213.60139408616806,33.0,8.737403631641548,99.7,8.525126261688236,0.0,-0.10000000000002274,543.0,-11.400000000000002,2.0,36740.6,9.0
3073,L50252,L,300.1,309.0,1314,58.2,114,0,0,0,0,0,0,300.05,0.05270462767036111,309.1,0.08164965810708855,1637.1,238.90093251294456,34.82,11.737858975696293,102.3,8.525126261688486,0.10000000000002274,0.0,-860.0,41.300000000000004,2.0,76474.8,8.899999999999977
3074,L50253,L,300.1,309.1,1478,46.9,116,0,0,0,0,0,0,300.06,0.05163977795035279,309.1,0.08164965810708855,1641.8,234.82324321828642,34.970000000000006,11.89659615184111,104.9,8.319321553532374,0.0,0.10000000000002274,164.0,-11.300000000000004,2.0,69318.2,9.0
3075,L50254,L,300.1,309.2,1783,27.3,118,0,0,0,0,0,0,300.06000000000006,0.05163977795035279,309.11,0.08755950359057417,1647.0,237.5775896651661,34.66,12.068066217179242,107.5,7.891627067832033,0.0,0.0999999999999659,305.0,-19.599999999999998,2.0,48675.9,9.099999999999966
3076,M17935,M,300.1,309.2,1385,46.1,120,0,0,0,0,0,0,300.06000000000006,0.05163977795035279,309.11,0.08755950359057417,1616.8,250.7569872738657,36.5,12.289652377327691,110.0,7.438637868138151,0.0,0.0,-398.0,18.8,2.0,63848.5,9.099999999999966
3077,L50256,L,300.0,309.2,1444,43.6,123,0,0,0,0,0,0,300.05,0.05270462767036111,309.11,0.08755950359057417,1615.5,251.7093782740526,36.43,12.242190254289584,112.5,7.153087911289523,-0.10000000000002274,0.0,59.0,-2.5,3.0,62958.4,9.199999999999989
3078,L50257,L,300.1,309.3,1841,23.0,125,0,0,0,0,0,0,300.05,0.05270462767036111,309.12,0.1032795559104136,1646.3,259.2245058717316,35.03,12.949821963598172,114.9,6.8871861694967205,0.10000000000002274,0.10000000000002274,397.0,-20.6,2.0,42343.0,9.199999999999989
3079,M17938,M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0,300.06,0.05163977795035279,309.15999999999997,0.12649110641653644,1619.0,275.9065864462888,37.47,14.481716442159463,117.3,6.447221623819377,0.0,0.0999999999999659,-492.0,33.2,2.0,75813.8,9.299999999999955
3080,L50259,L,300.1,309.3,1340,56.0,130,0,0,0,0,0,0,300.07000000000005,0.048304589154963475,309.17999999999995,0.13165611773047514,1573.9,281.4717076763156,40.25,15.157048232129885,119.5,6.670832032061753,0.0,-0.0999999999999659,-9.0,-0.20000000000000284,3.0,75040.0,9.199999999999989
3081,M17940,M,299.9,309.2,1539,43.2,132,0,0,0,0,0,0,300.06,0.06992058987869867,309.19,0.12866839378070835,1564.7,280.90095130569335,41.739999999999995,14.572897218238172,121.7,6.815831244649497,-0.20000000000004547,-0.10000000000002274,199.0,-12.799999999999997,2.0,66484.8,9.300000000000011
3082,M17941,M,300.0,309.3,1932,21.8,135,0,0,0,0,0,0,300.06,0.06992058987869867,309.21999999999997,0.11352924245106476,1540.5,228.02399971152934,42.230000000000004,13.701179997844486,124.0,7.055336829504761,0.10000000000002274,0.10000000000002274,393.0,-21.400000000000002,3.0,42117.6,9.300000000000011
3083,M17942,M,300.0,309.3,1407,43.9,138,0,0,0,0,0,0,300.05,0.07071067811932531,309.25,0.08498365857572919,1549.8,219.49679825556348,40.8,12.546801274517053,126.4,7.351492667780938,0.0,0.0,-525.0,22.099999999999998,3.0,61767.299999999996,9.300000000000011
3084,L50263,L,300.1,309.3,1712,28.5,141,0,0,0,0,0,0,300.05000000000007,0.07071067811932531,309.27000000000004,0.06749485579135768,1573.2,223.42973043989358,38.959999999999994,12.8971314640117,128.9,7.6659419947364045,0.10000000000002274,0.0,305.0,-15.399999999999999,3.0,48792.0,9.199999999999989
3085,H32498,H,300.1,309.4,1329,55.2,143,0,0,0,0,0,0,300.05,0.07071067811932531,309.28999999999996,0.07378647875614161,1527.8,222.1845079107782,41.75,13.110491981615356,131.4,7.791733511299761,0.0,0.0999999999999659,-383.0,26.700000000000003,2.0,73360.8,9.299999999999955
3086,L50265,L,300.1,309.2,1441,42.9,148,0,0,0,0,0,0,300.05,0.07071067811932531,309.29,0.07378647875614161,1533.4,218.86637222032985,41.43,13.031334032502858,134.2,8.256983576208862,0.0,-0.19999999999998863,112.0,-12.300000000000004,5.0,61818.9,9.099999999999966
3087,L50266,L,300.0,309.2,1610,32.1,150,0,0,0,0,0,0,300.05,0.07071067811932531,309.29,0.07378647875614161,1550.0,217.62403870487583,40.279999999999994,13.32272911648029,136.9,8.595218308907997,-0.10000000000002274,0.0,169.0,-10.799999999999997,2.0,51681.0,9.199999999999989
3088,M17947,M,300.0,309.1,1474,45.2,152,0,0,0,0,0,0,300.04,0.06992058987867543,309.27,0.09486832981948282,1513.3,192.60440170347786,42.5,11.896684879037169,139.6,8.682037651253978,0.0,-0.0999999999999659,-136.0,13.100000000000001,2.0,66624.8,9.100000000000023
3089,M17948,M,300.0,309.1,1624,30.8,155,0,0,0,0,0,0,300.03000000000003,0.06749485577172828,309.24,0.09660917832174325,1540.8,186.06020530999925,39.96,11.345405335298638,142.4,8.682037651254243,0.0,0.0,150.0,-14.400000000000002,3.0,50019.200000000004,9.100000000000023
3090,H32503,H,300.1,309.3,1520,38.2,158,0,0,0,0,0,0,300.03,0.06749485577172828,309.24,0.09660917832174325,1558.8,172.7032136354129,38.18,9.846578650024167,145.2,8.75341203315857,0.10000000000002274,0.19999999999998863,-104.0,7.400000000000002,3.0,58064.00000000001,9.199999999999989
3091,H32504,H,300.1,309.3,1448,45.8,163,0,0,0,0,0,0,300.05000000000007,0.05270462767036113,309.25,0.09718253159460281,1549.7,176.22400517522883,38.44,10.02654255242335,148.3,9.043720964786392,0.0,0.0,-72.0,7.599999999999994,5.0,66318.4,9.199999999999989
3092,L50271,L,300.0,309.3,1558,29.7,168,0,0,0,0,0,0,300.05000000000007,0.05270462767036113,309.25,0.09718253159460281,1512.3,115.19167601099196,39.230000000000004,8.806821850764992,151.6,9.651712571123783,-0.10000000000002274,0.0,110.0,-16.099999999999998,5.0,46272.6,9.300000000000011
3093,M17952,M,300.0,309.3,2293,16.3,170,0,0,0,0,0,0,300.05000000000007,0.05270462767036113,309.25,0.09718253159460281,1600.9,266.52640061018576,36.470000000000006,11.184518069387037,154.8,9.942054337232463,0.0,0.0,735.0,-13.399999999999999,2.0,37375.9,9.300000000000011
3094,L50273,L,300.0,309.3,1397,51.2,173,0,0,0,0,0,0,300.04,0.05163977795032135,309.25,0.09718253159460281,1569.4,270.52138958356187,38.74,11.679821155404,158.0,10.154364141154025,0.0,0.0,-896.0,34.900000000000006,3.0,71526.40000000001,9.300000000000011
3095,L50274,L,300.0,309.3,1972,22.0,175,0,0,0,0,0,0,300.03000000000003,0.0483045891548926,309.24,0.08432740428698697,1633.7,283.154080552148,35.42,11.18945932563324,161.2,9.942054337232994,0.0,0.0,575.0,-29.200000000000003,2.0,43384.0,9.300000000000011
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,300.01,0.05676462122051487,309.24,0.08432740428698697,1647.0,276.133623048293,34.78,10.893198693578416,164.1,9.893319856237921,-0.10000000000002274,-0.10000000000002274,-398.0,14.5,2.0,57451.0,9.300000000000011
3097,L50276,L,299.9,309.2,1560,38.9,180,0,0,0,0,0,0,300.0,0.0666666666673097,309.24,0.08432740428698697,1642.0,277.3281249510909,35.46,10.919523799140725,167.1,9.689054534774614,0.0,0.0,-14.0,2.3999999999999986,3.0,60684.0,9.300000000000011
3098,M17957,M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0,299.99,0.07378647873783897,309.25,0.07071067813769691,1629.9,287.91026765681914,35.92,11.45898967817168,170.1,9.122012448532113,0.0,0.0,-207.0,10.899999999999999,2.0,67379.4,9.300000000000011
3099,M17958,M,299.9,309.2,1389,51.2,185,0,0,0,0,0,0,299.98,0.07888106377519684,309.26,0.051639777975737045,1606.4,297.86395104700466,37.959999999999994,12.235758161134859,173.1,8.517302650752358,0.0,0.0,36.0,1.4000000000000057,3.0,71116.8,9.300000000000011
3100,M17959,M,299.9,309.1,1513,43.8,188,0,0,0,0,0,0,299.96,0.06992058987860274,309.24,0.06992058989710358,1605.7,298.09769092251014,38.519999999999996,12.375315933116413,176.1,7.866242926445347,0.0,-0.0999999999999659,124.0,-7.400000000000006,3.0,66269.4,9.200000000000045
3101,L50280,L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,299.92999999999995,0.06749485577164273,309.21999999999997,0.0788810637912977,1618.7,293.25152268241436,38.15,12.18735683676601,178.9,7.665941994741744,-0.0999999999999659,0.0,65.0,-1.6999999999999957,3.0,66433.8,9.300000000000011
3102,H32515,H,299.8,309.0,1467,37.3,193,0,0,0,0,0,0,299.90999999999997,0.0737864787377833,309.18999999999994,0.09944289261404354,1609.6,296.73564741103064,38.91,11.833704219539886,181.4,7.791733511305023,0.0,-0.10000000000002274,-111.0,-4.800000000000004,2.0,54719.1,9.199999999999989
3103,L50282,L,299.9,309.1,1412,48.3,198,0,0,0,0,0,0,299.9,0.06666666666723907,309.17,0.09486832981831307,1521.5,178.53182100429694,42.11,9.036278732605236,184.2,8.256983576213837,0.0999999999999659,0.10000000000002274,-55.0,11.0,5.0,68199.59999999999,9.200000000000045
3104,L50283,L,299.8,309.1,1668,30.3,200,0,0,0,0,0,0,299.88,0.0632455532039617,309.15,0.08498365857443083,1548.6,178.10121966017977,40.019999999999996,9.116870808195857,186.9,8.595218308912788,-0.0999999999999659,0.0,256.0,-17.999999999999996,2.0,50540.4,9.300000000000011
3105,M17964,M,299.8,309.2,1678,29.8,202,0,0,0,0,0,0,299.86,0.05163977795016011,309.14,0.06992058989554367,1519.2,112.70098096782628,40.8,7.613584350794776,189.6,8.682037651258728,0.0,0.0999999999999659,10.0,-0.5,2.0,50004.4,9.399999999999977
3106,L50285,L,299.8,309.1,1612,35.4,205,0,0,0,0,0,0,299.85,0.05270462767018877,309.13,0.06749485578906692,1523.0,115.36319459284182,40.69,7.690174105816995,192.4,8.682037651259003,0.0,-0.0999999999999659,-66.0,5.599999999999998,3.0,57064.799999999996,9.300000000000011
3107,L50286,L,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,299.84000000000003,0.051639777950171724,309.12,0.06324555322242768,1515.5,115.12818942378638,40.79,7.670788746928208,195.1,8.595218308913601,0.0,0.0,-127.0,4.5,2.0,59251.5,9.300000000000011
3108,M17967,M,299.8,309.1,1456,39.4,209,0,0,0,0,0,0,299.83000000000004,0.04830458915476577,309.11,0.05676462124081651,1525.8,102.93665797739291,39.75,6.988124847832168,197.8,8.256983576215243,0.0,0.0,-29.0,-0.5,2.0,57366.4,9.300000000000011
3109,L50288,L,299.8,309.2,1504,38.7,212,0,0,0,0,0,0,299.82,0.04216370213650892,309.11,0.05676462124081651,1537.3,91.77393723467867,38.5,5.714309523759965,200.5,8.017342313877647,0.0,0.0999999999999659,48.0,-0.6999999999999957,3.0,58204.8,9.399999999999977
3110,L50289,L,299.9,309.2,1491,44.3,214,0,0,0,0,0,0,299.82000000000005,0.04216370213650892,309.12,0.06324555322242768,1535.1,92.68039466658924,38.55,5.7677744600688685,203.1,7.723700897605717,0.0999999999999659,0.0,-13.0,5.599999999999994,2.0,66051.3,9.300000000000011
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,299.83000000000004,0.04830458915476577,309.13,0.0674948557890627,1529.8,91.46195323131957,37.66,5.845263989856372,184.0,64.97178874968289,0.0,0.0,34.0,-11.099999999999994,-214.0,50630.00000000001,9.300000000000011
3112,L50291,L,300.0,309.2,1759,27.9,5,0,0,0,0,0,0,299.85,0.07071067811919308,309.15,0.052704627692920114,1559.0,113.21071798494084,36.72,6.614764630061424,165.2,85.90537429831376,0.10000000000002274,0.0,234.0,-5.300000000000004,5.0,49076.1,9.199999999999989
3113,M17972,M,299.8,309.1,1355,56.7,7,0,0,0,0,0,0,299.84000000000003,0.06992058987856112,309.15,0.05270462769292012,1553.3,122.48904712938958,37.56,8.510411923703321,146.1,98.16137506960452,-0.19999999999998863,-0.0999999999999659,-404.0,28.800000000000004,2.0,76828.5,9.300000000000011
3114,M17973,M,299.9,309.1,1345,56.8,10,0,0,0,0,0,0,299.85,0.07071067811919308,309.15,0.05270462769292012,1521.0,131.1623252140445,40.209999999999994,9.994937607498024,127.1,104.73718431282065,0.0999999999999659,0.0,-10.0,0.09999999999999432,3.0,76396.0,9.200000000000045
3115,M17974,M,299.9,309.2,1683,30.5,13,0,0,0,0,0,0,299.86,0.06992058987855256,309.15,0.05270462769292012,1521.5,131.83512430304458,40.279999999999994,9.916070010061697,108.2,106.75288182422867,0.0,0.0999999999999659,338.0,-26.299999999999997,3.0,51331.5,9.300000000000011
3116,L50295,L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0,299.87,0.06749485577161579,309.15999999999997,0.05163977797356322,1526.1,136.07795968161165,40.22,9.950633703996528,89.3,104.41588853128482,0.0,0.0,-25.0,4.299999999999997,3.0,57698.399999999994,9.300000000000011
3117,L50296,L,300.0,309.2,1566,34.4,18,0,0,0,0,0,0,299.89,0.07378647873777493,309.16999999999996,0.04830458917998284,1534.2,135.77006706601534,39.67,10.120831103334487,70.4,97.62877535735899,0.10000000000002274,0.0,-92.0,-0.3999999999999986,2.0,53870.399999999994,9.199999999999989
3118,M17977,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,299.91999999999996,0.09189365834769588,309.19,0.056764621242274514,1535.5,134.99814813544367,40.12,10.20716523929258,51.5,85.33626297054279,0.10000000000002274,0.10000000000002274,-97.0,9.5,2.0,64489.1,9.199999999999989
3119,M17978,M,300.2,309.5,1458,46.9,23,0,0,0,0,0,0,299.96,0.1173787790780816,309.22,0.1135292424510611,1530.9,136.96021320076574,40.94,10.40781757462472,32.6,64.13562019484647,0.0999999999999659,0.19999999999998863,-11.0,3.0,3.0,68380.2,9.300000000000011
3120,L50299,L,300.1,309.4,1858,23.6,26,0,0,0,0,0,0,299.97999999999996,0.12292725943092686,309.23999999999995,0.12649110641727787,1567.6,170.21437463778562,38.87,11.649706720199749,13.8,8.323994767458464,-0.0999999999999659,-0.10000000000002274,400.0,-23.299999999999997,3.0,43848.8,9.299999999999955
3121,H32534,H,300.1,309.4,1563,40.8,28,0,0,0,0,0,0,300.0,0.1247219128928343,309.26,0.13498971155215347,1571.4,169.5806592745738,39.63,11.48545456943987,16.6,7.862710869796381,0.0,0.0,-295.0,17.199999999999996,2.0,63770.399999999994,9.299999999999955
3122,L50301,L,300.1,309.4,2141,17.9,33,0,0,0,0,0,0,300.01,0.1286683937711617,309.28,0.13984117976587718,1609.6,243.46489594098472,38.63,12.960799872435878,19.4,8.248905651311654,0.0,0.0,578.0,-22.9,5.0,38323.899999999994,9.299999999999955
3123,L50302,L,300.0,309.3,1473,46.0,35,0,0,0,0,0,0,300.03000000000003,0.10593499054761601,309.3,0.1247219129037088,1621.4,232.36044796345334,37.559999999999995,11.68181873206777,22.2,8.323994767459357,-0.10000000000002274,-0.0999999999999659,-668.0,28.1,2.0,67758.0,9.300000000000011
3124,H32537,H,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,300.04,0.096609178308465,309.33,0.1059349905607113,1636.7,216.64412703273695,35.730000000000004,9.576597632887307,24.9,8.305955025684618,0.0,0.0999999999999659,25.0,-7.5,2.0,57673.0,9.399999999999977
3125,L50304,L,300.1,309.4,1568,39.7,42,0,0,0,0,0,0,300.06,0.08432740427180904,309.35,0.09718253159578498,1625.2,216.96533261227353,36.65,9.459533697692414,27.8,8.740709353354099,0.10000000000002274,0.0,70.0,1.2000000000000028,5.0,62249.600000000006,9.299999999999955
3126,L50305,L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,300.08,0.06324555320428633,309.37,0.08232726025288223,1628.8,217.86682986529746,35.910000000000004,9.899545444110077,30.6,9.02096324000905,0.0,0.0,126.0,-12.300000000000004,2.0,46415.6,9.299999999999955
3127,L50306,L,300.0,309.4,1499,35.7,46,0,0,0,0,0,0,300.08000000000004,0.06324555320428633,309.39,0.056764621246309405,1622.1,221.02008455743726,36.040000000000006,9.886039539561752,33.4,9.020963240009326,-0.10000000000002274,0.0,-195.0,8.300000000000004,2.0,53514.3,9.399999999999977
3128,L50307,L,300.0,309.5,1717,28.3,48,0,0,0,0,0,0,300.07,0.06749485577188942,309.40999999999997,0.05676462124672053,1646.9,215.78407417292297,34.480000000000004,9.737647445752918,36.2,8.740709353354953,0.0,0.10000000000002274,218.0,-7.400000000000002,2.0,48591.1,9.5
3129,M17988,M,300.1,309.5,1462,42.8,50,0,0,0,0,0,0,300.06000000000006,0.051639777950490635,309.40999999999997,0.05676462124672053,1647.3,215.39836479313027,34.07000000000001,9.229668346033803,38.9,8.372574275563734,0.10000000000002274,0.0,-255.0,14.499999999999996,2.0,62573.6,9.399999999999977
3130,L50309,L,300.1,309.6,1642,34.5,53,0,0,0,0,0,0,300.06000000000006,0.051639777950490635,309.42999999999995,0.08232726025373183,1625.7,202.35724735119936,35.160000000000004,8.46800514354542,41.6,8.099382692516537,0.0,0.10000000000002274,180.0,-8.299999999999997,3.0,56649.0,9.5
3131,L50310,L,300.1,309.6,1760,25.4,55,0,0,0,0,0,0,300.06,0.051639777950490635,309.45,0.09718253159698292,1645.4,205.145043539657,33.62,8.72477952602691,44.3,7.54320886624792,0.0,0.0,118.0,-9.100000000000001,2.0,44704.0,9.5
3132,L50311,L,300.1,309.5,1660,32.7,57,0,0,0,0,0,0,300.06,0.051639777950490635,309.46,0.09660917832437282,1597.3,110.66370477963649,35.1,6.806206318092702,46.7,7.364328437351153,0.0,-0.10000000000002274,-100.0,7.300000000000004,2.0,54282.00000000001,9.399999999999977
3133,L50312,L,300.1,309.5,1557,40.6,59,0,0,0,0,0,0,300.07000000000005,0.048304589155135684,309.47999999999996,0.07888106379509668,1605.7,103.11056632997345,34.56,6.013355506241505,49.1,7.030884249735817,0.0,0.0,-103.0,7.899999999999999,2.0,63214.200000000004,9.399999999999977
3134,H32547,H,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,300.09000000000003,0.05676462122082453,309.5,0.08164965811280862,1600.1,110.84067644847052,35.63,7.548369949127392,51.5,6.519202405191464,0.0999999999999659,0.10000000000002274,-115.0,8.600000000000001,2.0,70946.40000000001,9.400000000000034
3135,L50314,L,300.2,309.6,1359,51.5,66,0,0,0,0,0,0,300.1,0.06666666666760837,309.52000000000004,0.07888106379570003,1579.2,134.70197556911046,36.81,9.03185104689697,53.9,7.030884249736432,0.0,0.0,-83.0,2.299999999999997,5.0,69988.5,9.400000000000034
3136,L50315,L,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,300.13,0.11595018087342744,309.56,0.10749676999318947,1544.0,146.8165900404657,39.32,9.596272424459661,56.3,7.364328437352326,0.19999999999998863,0.19999999999998863,-17.0,1.0,2.0,70455.0,9.400000000000034
3137,L50316,L,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,300.17,0.13374935098548227,309.61,0.1370320319535086,1537.6,150.34863188971886,41.230000000000004,10.63976294639857,58.7,7.543208866249639,0.0,0.0999999999999659,93.0,2.299999999999997,2.0,78638.0,9.5
3138,L50317,L,300.4,309.9,1567,36.5,72,0,0,0,0,0,0,300.21000000000004,0.13703203194122518,309.65,0.1581138830198829,1522.6,137.38526526200036,42.05,9.816680814930402,61.1,7.578478299316087,0.0,0.0,132.0,-18.299999999999997,2.0,57195.5,9.5
3139,L50318,L,300.4,309.9,1376,43.5,74,0,0,0,0,0,0,300.23999999999995,0.14298407059746515,309.68999999999994,0.1663329993428499,1514.0,144.12648765734752,42.120000000000005,9.82511520995501,63.5,7.472170590478325,0.0,0.0,-191.0,7.0,2.0,59856.0,9.5
3140,H32553,H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,300.27,0.14181364924189374,309.71999999999997,0.17511900716501583,1501.1,136.99347105285793,42.540000000000006,9.549077907781948,65.8,7.420691791642253,0.0,0.0,137.0,-4.799999999999997,2.0,58553.100000000006,9.5
3141,H32554,H,300.4,309.9,2563,12.8,81,1,0,0,1,0,0,300.3,0.13333333333411748,309.75,0.17795130421139166,1581.4,359.7879622469001,41.28,12.452023485718668,68.4,7.763160868264384,0.0,0.0,1050.0,-25.900000000000002,5.0,32806.4,9.5
3142,L50321,L,300.5,310.0,1521,45.1,86,0,0,0,0,0,0,300.34000000000003,0.12649110640766606,309.8,0.16996731713150973,1567.5,359.0983306994202,42.52,12.115536398452303,71.3,8.420213774001823,0.10000000000002274,0.10000000000002274,-1042.0,32.3,5.0,68597.1,9.5
3143,L50322,L,300.6,310.0,1658,34.7,88,0,0,0,0,0,0,300.39,0.11972189997492017,309.85,0.14337208779841235,1577.6,360.18890105671426,41.93,12.360604983396078,74.2,8.7024900651037,0.10000000000002274,0.0,137.0,-10.399999999999999,2.0,57532.600000000006,9.399999999999977
3144,H32557,H,300.6,310.0,1419,42.4,90,0,0,0,0,0,0,300.42999999999995,0.11595018087413447,309.89,0.11972189999141084,1575.3,361.22293824051394,41.25,12.100527995826388,77.1,8.646772037388697,0.0,0.0,-239.0,7.699999999999996,2.0,60165.6,9.399999999999977
3145,M18004,M,300.6,310.0,1478,36.3,95,0,0,0,0,0,0,300.47,0.09486832980678915,309.92999999999995,0.06749485580304271,1587.2,355.21567783218245,39.730000000000004,11.614842037477565,80.0,9.345230512579072,0.0,0.0,59.0,-6.100000000000001,5.0,53651.399999999994,9.399999999999977
3146,M18005,M,300.5,310.0,1415,43.5,98,0,0,0,0,0,0,300.48,0.09189365834909875,309.95,0.052704627710891565,1594.5,350.3332540437575,38.83,10.838106640717097,83.0,9.865765724627977,-0.10000000000002274,0.0,-63.0,7.200000000000003,3.0,61552.5,9.5
3147,M18006,M,300.5,309.9,1780,26.5,101,0,0,0,0,0,0,300.49,0.08755950357905062,309.95,0.052704627710891565,1629.0,349.86791158314963,36.0,9.854947995803963,86.1,10.192044828084997,0.0,-0.10000000000002274,365.0,-17.0,3.0,47170.0,9.399999999999977
3148,M18007,M,300.4,309.7,1440,42.8,104,0,0,0,0,0,0,300.48999999999995,0.08755950357905062,309.92999999999995,0.09486832982780036,1616.3,354.6409921784739,36.63,10.089053473938996,89.3,10.296169730100274,-0.10000000000002274,-0.19999999999998863,-340.0,16.299999999999997,3.0,61631.99999999999,9.300000000000011
3149,H32562,H,300.4,309.8,1448,39.7,107,0,0,0,0,0,0,300.49,0.08755950357905062,309.91999999999996,0.1032795559196379,1623.5,349.91975270529156,36.25,9.87074802974259,92.6,10.134649037388467,0.0,0.10000000000002274,8.0,-3.0999999999999943,3.0,57485.600000000006,9.400000000000034
3150,H32563,H,300.4,309.7,1500,35.2,112,0,0,0,0,0,0,300.49,0.08755950357905062,309.9,0.12472191290946412,1622.2,350.3997082697909,35.9,9.836214267242843,96.2,9.975525605753575,0.0,-0.10000000000002274,52.0,-4.5,5.0,52800.00000000001,9.300000000000011
3151,L50330,L,300.4,309.8,1513,32.9,117,0,0,0,0,0,0,300.49,0.08755950357905062,309.89,0.1286683937871698,1517.2,116.23233438056124,37.910000000000004,5.828559951747225,99.8,10.368756488174052,0.0,0.10000000000002274,13.0,-2.3000000000000043,5.0,49777.7,9.400000000000034
3152,L50331,L,300.5,309.8,1428,43.8,119,0,0,0,0,0,0,300.49,0.08755950357905062,309.87,0.125166555720088,1507.9,119.56722888074837,37.779999999999994,5.662508278139689,103.1,10.733643887844298,0.10000000000002274,0.0,-85.0,10.899999999999999,2.0,62546.399999999994,9.300000000000011
3153,M18012,M,300.5,309.8,1473,42.3,121,0,0,0,0,0,0,300.48,0.07888106377678643,309.85,0.11785113021520793,1489.4,107.46182784804795,38.54,5.712987154039706,106.4,10.647900158140557,0.0,0.0,45.0,-1.5,2.0,62307.899999999994,9.300000000000011
3154,M18013,M,300.5,309.9,1483,49.3,124,0,0,0,0,0,0,300.47,0.06749485577347984,309.84000000000003,0.10749676999632904,1495.8,104.67282359810042,39.230000000000004,6.581632691733057,109.8,10.250203250015316,0.0,0.0999999999999659,10.0,7.0,3.0,73111.9,9.399999999999977
3155,L50334,L,300.4,309.7,1534,42.5,127,0,0,0,0,0,0,300.44999999999993,0.05270462767243404,309.81,0.09944289262136428,1501.4,105.11179233981282,39.85,6.56696276828188,113.0,10.110500592066925,-0.10000000000002274,-0.19999999999998863,51.0,-6.799999999999997,3.0,65195.0,9.300000000000011
