udi,product_id,type,air_temp,process_temp,rotational_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,air_temp_rolling_mean,air_temp_rolling_std,air_temp_rolling_var,process_temp_rolling_mean,process_temp_rolling_std,process_temp_rolling_var,rotational_speed_rolling_mean,rotational_speed_rolling_std,rotational_speed_rolling_var,torque_rolling_mean,torque_rolling_std,torque_rolling_var,tool_wear_rolling_mean,tool_wear_rolling_std,tool_wear_rolling_var
1590,M16449,M,298.1,308.3,1453,41.5,204,0,0,0,0,0,0,298.2,0.07071067813700274,0.005000000002594797,308.32000000000005,0.04472135956513637,0.0020000000013542145,1495.0,112.16951457503814,12581.999999999693,41.94,6.157353327526409,37.913000000000544,199.0,4.1231056256162795,16.99999999998861
1591,L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,298.2,0.07071067813700274,0.005000000002594797,308.34,0.05477225576331823,0.0030000000014023466,1514.4,99.27890007448558,9856.299999999694,39.74,4.993295504974667,24.933000000000213,201.6,4.277849927240118,18.299999999988287
1592,L48771,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,298.17999999999995,0.04472135957886891,0.0020000000025824903,308.34000000000003,0.05477225576331823,0.0030000000014023466,1488.2,123.08005524860515,15148.699999999695,40.78,6.475878318807446,41.93700000000035,204.2,3.9623225512302733,15.69999999998798
1593,L48772,L,298.1,308.4,1592,38.2,211,0,0,0,0,0,0,298.16,0.05477225577398854,0.003000000002571221,308.36,0.05477225576376838,0.0030000000014516583,1517.0,128.06834113081848,16401.499999999694,39.760000000000005,6.38067394559542,40.713000000000214,206.6,3.6469165057604074,13.2999999999877
1594,L48773,L,298.0,308.3,1544,34.7,213,0,0,0,0,0,0,298.12,0.08366600266865024,0.0070000000025505875,308.36,0.05477225576376838,0.0030000000014516583,1488.2,90.7562670012363,8236.699999999693,40.300000000000004,5.629831258572523,31.695000000000277,208.8,3.4928498393127994,12.199999999987448
1595,M16454,M,298.0,308.2,1373,51.2,215,0,0,0,0,0,0,298.1,0.10000000001270079,0.010000000002540158,308.34,0.0894427191078373,0.008000000001403483,1472.2,104.52128969736115,10924.699999999695,42.239999999999995,7.505531293652737,56.33300000000053,211.0,3.1622776601663545,9.999999999987192
1596,L48775,L,298.0,308.2,1365,52.9,218,1,0,0,0,1,0,298.06000000000006,0.0894427191140883,0.008000000002521697,308.29999999999995,0.10000000000654127,0.010000000001308256,1445.8,113.01637049560429,12772.699999999695,45.28,8.248454400674158,68.03700000000089,213.2,3.492849839312725,12.199999999986929
1597,L48776,L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,298.02,0.044721359578021286,0.002000000002506676,308.24,0.1140175425150399,0.013000000001168932,1550.2,208.7359576115234,43570.69999999969,40.260000000000005,11.930339475471781,142.3330000000003,171.4,95.85040427666434,9187.299999999992
1598,L48777,L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,297.98,0.04472135957786558,0.002000000002492749,308.18,0.08366600265961262,0.007000000001038307,1538.0,207.4608396782383,43039.999999999694,40.78,11.874636836552114,141.00700000000037,129.6,117.41081721885763,13785.299999999996
1599,L48778,L,297.9,308.0,1501,36.7,4,0,0,0,0,0,0,297.96000000000004,0.054772255773200454,0.0030000000024848904,308.12,0.08366600265885339,0.007000000000911262,1529.4,208.04038069567096,43280.7999999997,41.17999999999999,11.650193131446379,135.7270000000004,87.8,117.49978723384991,13806.2
1600,L48779,L,297.9,308.0,1490,46.2,6,0,0,0,0,0,0,297.94,0.054772255773120025,0.0030000000024760797,308.08000000000004,0.08366600265834723,0.0070000000008265655,1552.8,192.01354118915594,36869.19999999969,40.18,10.755324262894183,115.67700000000028,46.0,96.17692030835676,9250.000000000005
1601,M16460,M,297.8,307.8,1543,43.7,8,0,0,0,0,0,0,297.9,0.07071067813603205,0.00500000000245752,308.0,0.12247448714183169,0.015000000000654698,1588.4,162.76301791254576,26491.799999999697,38.339999999999996,8.607729084956151,74.09300000000006,4.0,3.162277660170087,10.0000000000108
1602,L48781,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,297.86,0.05477225577278209,0.0030000000024390603,307.94,0.13416407865194407,0.018000000000525037,1532.4,42.04521375852076,1767.7999999997035,41.12,3.8931991986026664,15.157000000000444,6.2,3.4928498393161065,12.20000000001055
1603,H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,297.84000000000003,0.05477225577271333,0.0030000000024315286,307.9,0.10000000000219204,0.010000000000438408,1546.2,51.688490014699624,2671.699999999703,39.660000000000004,5.1945163393717655,26.983000000000246,8.4,3.6469165057635062,13.300000000010302
1604,M16463,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0,297.82000000000005,0.04472135957711009,0.0020000000024251764,307.86,0.0894427191019805,0.008000000000355787,1570.4,53.52849708332657,2865.299999999701,38.74,6.166279267110769,38.023000000000124,11.2,4.658325879541918,21.700000000009986
1605,L48784,L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,297.8,0.0,0.0,307.82000000000005,0.04472135955304304,0.0020000000002725537,1562.8,68.42294936642016,4681.699999999697,37.46,4.726838266748708,22.34299999999993,14.2,5.263078946777223,27.700000000009645
1606,L48785,L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,297.8,0.0,0.0,307.82000000000005,0.04472135955304304,0.0020000000002725537,1533.4,102.26827465054694,10458.799999999701,37.220000000000006,4.345917624621972,18.886999999999887,17.2,5.1185935568288,26.200000000009304
1607,L48786,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,297.8,0.0,0.0,307.8,0.07071067812031129,0.005000000000234269,1515.0,96.05206921248342,9225.999999999704,37.519999999999996,4.480178567869805,20.071999999999935,20.0,4.690415759824387,22.000000000008985
1608,L48787,L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,297.8,0.0,0.0,307.78000000000003,0.04472135955218904,0.00200000000019617,1477.4,91.13067540625222,8304.799999999705,40.480000000000004,5.842259836741293,34.132000000000396,22.8,3.492849839315836,12.200000000008663
1609,L48788,L,297.8,307.7,1393,38.0,29,0,0,0,0,0,0,297.8,0.0,0.0,307.76,0.054772255751967765,0.003000000000158966,1431.6,47.28953372575911,2236.299999999708,41.660000000000004,4.0463563856883145,16.373000000000598,25.0,3.162277660169709,10.00000000000841
1610,L48789,L,297.7,307.7,1581,34.9,31,0,0,0,0,0,0,297.78000000000003,0.044721359576982984,0.002000000002413808,307.73999999999995,0.05477225575163307,0.0030000000001223015,1457.4,82.94757380417889,6880.299999999704,40.67999999999999,5.072671879788838,25.732000000000426,27.0,3.1622776601696727,10.00000000000818
1611,L48790,L,297.8,307.8,1573,37.9,33,0,0,0,0,0,0,297.78,0.044721359576982984,0.002000000002413808,307.74,0.05477225575163307,0.0030000000001223015,1492.8,87.81913231181291,7712.199999999702,39.76,5.0772039549342765,25.77800000000026,29.0,3.1622776601696363,10.000000000007951
1612,M16471,M,297.8,307.9,1726,27.3,35,0,0,0,0,0,0,297.78000000000003,0.044721359576982984,0.002000000002413808,307.78,0.08366600265455866,0.007000000000192617,1537.0,137.21698145637697,18828.4999999997,37.28,7.543341434669372,56.90199999999979,31.0,3.1622776601696003,10.000000000007722
1613,M16472,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,297.8,0.07071067813576927,0.005000000002420359,307.8,0.10000000000113511,0.010000000000227022,1562.6,118.76573579951291,14105.299999999701,35.58,4.9514644298429,24.51699999999947,33.2,3.4928498393156655,12.20000000000747
1614,L48793,L,297.9,308.0,1296,62.9,41,0,0,0,0,0,0,297.82,0.08366600266791817,0.00700000000242809,307.86,0.11401754251138771,0.013000000000336104,1543.2,155.60430585301845,24212.69999999971,40.559999999999995,13.365926829068023,178.6480000000004,35.6,3.974921382871264,15.800000000007202
1615,M16474,M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0,297.84000000000003,0.054772255772754845,0.003000000002436076,307.9,0.07071067812154425,0.005000000000408636,1587.4,195.34021603346227,38157.799999999705,38.739999999999995,14.864824250558769,220.96300000000005,38.0,4.123105625618502,17.000000000006935
1616,L48795,L,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,297.84000000000003,0.054772255772754845,0.003000000002436076,307.91999999999996,0.04472135955499966,0.0020000000004475596,1562.2,205.5242078199055,42240.199999999706,40.88,15.471489908861411,239.36700000000047,40.6,4.277849927242264,18.300000000006648
1617,H31030,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,297.84000000000003,0.054772255772754845,0.003000000002436076,307.9,0.07071067812154425,0.005000000000408636,1549.4,194.46799222494099,37817.799999999705,41.559999999999995,14.78489093635799,218.59300000000064,43.2,3.962322551232592,15.700000000006355
1618,L48797,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,297.82,0.04472135957716093,0.002000000002429724,307.88,0.08366600265562406,0.007000000000370892,1554.0,194.46207856546144,37815.4999999997,40.46,15.148696313544622,229.48300000000043,46.2,4.658325879541492,21.700000000006014
1619,L48798,L,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,297.82,0.04472135957716093,0.002000000002429724,307.84,0.05477225575321378,0.0030000000002954603,1552.0,197.80166834483398,39125.4999999997,39.78,13.915710545998012,193.6470000000003,49.0,4.949747468306408,24.5000000000057
1620,L48799,L,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,297.84,0.054772255772754845,0.003000000002436076,307.8,0.07071067812020275,0.0050000000002189205,1509.6,147.0180261056436,21614.299999999705,41.54,12.15002057611429,147.62300000000064,51.8,4.658325879541424,21.70000000000538
1621,L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,297.86,0.054772255772823596,0.003000000002443608,307.76,0.05477225575180754,0.0030000000001414143,1518.6,143.5646195968899,20610.799999999705,40.56,11.62445697656456,135.12800000000047,54.4,4.219004621946399,17.800000000005078
1622,L48801,L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,297.84000000000003,0.08944271911360212,0.008000000002434726,307.71999999999997,0.08366600265375228,0.007000000000057684,1555.0,200.71123536065363,40284.9999999997,38.8,13.928388277184126,194.00000000000017,57.0,3.1622776601691354,10.00000000000478
1623,H31036,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,297.82,0.10954451151209806,0.012000000002424183,307.68,0.08366600265324613,0.006999999999972988,1550.0,200.77350422802235,40309.9999999997,39.6,13.718600511714024,188.2000000000003,59.0,3.1622776601691003,10.00000000000456
1624,L48803,L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,297.78,0.10954451151200595,0.012000000002404003,307.64,0.05477225574949452,0.0029999999998880354,1677.0,192.70443689754447,37134.9999999997,32.28,9.588639110947863,91.94199999999904,61.6,4.219004621946303,17.80000000000427
1625,M16484,M,297.8,307.8,1310,57.9,70,0,0,0,0,0,0,297.76000000000005,0.08944271911338604,0.008000000002396073,307.66,0.08944271909960481,0.00799999999993081,1621.0,254.9411696843013,64994.9999999997,36.94,15.08469422958251,227.54799999999986,64.2,4.658325879541273,21.70000000000398
1626,L48805,L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,297.76,0.08944271911338604,0.008000000002396073,307.68,0.10954451150091513,0.011999999999974125,1595.6,276.4277482453592,76412.2999999997,37.58,15.505224925811298,240.41199999999995,67.0,4.949747468306203,24.500000000003666
1627,M16486,M,297.9,307.8,1303,59.3,75,0,0,0,0,0,0,297.8,0.10000000001207267,0.010000000002414532,307.72,0.10954451150131858,0.012000000000062518,1487.4,260.3004033804014,67756.2999999997,45.06,15.064793393870403,226.94800000000131,69.8,4.6583258795412075,21.700000000003364
1628,L48807,L,297.9,307.8,1499,37.5,78,0,0,0,0,0,0,297.84000000000003,0.08944271911361165,0.008000000002436431,307.76000000000005,0.08944271910085443,0.008000000000154349,1479.6,258.9861000131082,67073.7999999997,44.9,15.158495967608438,229.78000000000128,72.8,3.962322551232174,15.700000000003044
1629,L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,297.88,0.044721359577519215,0.0020000000024617695,307.8,0.0,0.0,1385.6,86.74560507599038,7524.799999999689,47.959999999999994,10.406632500477846,108.29800000000179,75.2,3.9623225512321407,15.700000000002781
1630,M16489,M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0,297.9,0.0,0.0,307.82,0.04472135955331155,0.0020000000002965705,1390.8,81.71413586399656,6677.19999999969,47.26,9.661935623880014,93.35300000000167,77.6,3.6469165057624364,13.3000000000025
1631,L48810,L,297.9,307.9,1412,44.5,85,0,0,0,0,0,0,297.9,0.0,0.0,307.84000000000003,0.054772255753663304,0.0030000000003447026,1400.2,80.70130110475102,6512.69999999969,46.78,9.743561977018548,94.93700000000158,80.0,3.807886552932246,14.500000000002224
1632,L48811,L,298.0,308.0,1433,39.2,87,0,0,0,0,0,0,297.91999999999996,0.04472135957784334,0.00200000000249076,307.88,0.08366600265605421,0.007000000000442872,1426.2,59.78879493684154,3574.6999999996883,42.760000000000005,7.064913304492904,49.913000000000835,82.4,3.6469165057623614,13.300000000001951
1633,L48812,L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,297.91999999999996,0.04472135957784334,0.00200000000249076,307.9,0.07071067812213361,0.005000000000491984,1411.6,44.534256477454406,1983.2999999996898,43.980000000000004,6.4274411704815355,41.312000000001056,84.6,3.6469165057623254,13.30000000000169
1634,L48813,L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,297.91999999999996,0.04472135957784334,0.00200000000249076,307.91999999999996,0.044721359556058625,0.0020000000005422763,1416.6,50.9980391779889,2600.7999999996905,45.38,5.557157546804061,30.88200000000133,86.8,3.492849839314802,12.200000000001438
1635,H31048,H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,297.91999999999996,0.04472135957784334,0.00200000000249076,307.91999999999996,0.044721359556058625,0.0020000000005422763,1430.6,27.564469884249398,759.7999999996921,46.2,7.2618868071597955,52.73500000000149,89.0,3.162277660168569,10.0000000000012
1636,L48815,L,297.8,307.8,1383,56.5,98,0,0,0,0,0,0,297.9,0.07071067813617071,0.0050000000024771315,307.9,0.07071067812213361,0.005000000000491984,1424.8,34.60780258842927,1197.699999999692,48.6,8.446004972766826,71.33500000000194,91.6,4.219004621945904,17.8000000000009
1637,L48816,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,297.88,0.04472135957754464,0.0020000000024640433,307.86,0.0547722557540927,0.0030000000003917405,1439.2,50.29612311102806,2529.699999999691,48.220000000000006,8.999277748797505,80.9870000000019,94.2,4.65832587954091,21.700000000000596
1638,L48817,L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,297.88,0.04472135957754464,0.0020000000024640433,307.84000000000003,0.05477225575364254,0.003000000000342429,1487.0,111.24971910076758,12376.49999999969,46.279999999999994,11.054953640789341,122.21200000000152,96.8,4.65832587954088,21.70000000000031
1639,L48818,L,297.9,307.8,1397,45.0,104,0,0,0,0,0,0,297.88,0.04472135957754464,0.0020000000024640433,307.82,0.044721359553286134,0.0020000000002942967,1471.2,118.57149741822312,14059.199999999691,46.239999999999995,11.06019891322039,122.32800000000151,99.4,4.2190046219458,17.80000000000002
1640,M16499,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,297.88,0.04472135957754464,0.0020000000024640433,307.8,0.0,0.0,1480.0,114.07015385279223,13011.99999999969,43.239999999999995,8.682050449058732,75.37800000000094,102.0,3.162277660168335,9.999999999999721
1641,L48820,L,298.0,307.8,1567,36.4,109,0,0,0,0,0,0,297.91999999999996,0.044721359577868755,0.0020000000024930336,307.8,0.0,0.0,1516.8,104.20748533574587,10859.199999999691,39.22,4.787170354186299,22.91700000000017,104.2,3.4928498393145206,12.199999999999473
1642,M16501,M,298.0,308.0,1555,37.0,111,0,0,0,0,0,0,297.93999999999994,0.054772255773397,0.0030000000025064205,307.84000000000003,0.08944271910189987,0.008000000000341363,1526.8,105.18650103506482,11064.199999999691,39.16,4.819024797612081,23.22300000000016,106.4,3.6469165057619866,13.29999999999922
1643,H31056,H,298.0,307.8,1588,35.4,114,0,0,0,0,0,0,297.96,0.054772255773524126,0.0030000000025203473,307.84000000000003,0.08944271910189987,0.008000000000341363,1511.4,83.24241707206542,6929.299999999688,39.459999999999994,4.441621325597244,19.72800000000022,108.8,3.9623225512316576,15.699999999998951
1644,L48823,L,298.0,307.8,1453,37.7,119,0,0,0,0,0,0,297.97999999999996,0.044721359578335874,0.002000000002534814,307.84000000000003,0.08944271910189987,0.008000000000341363,1522.6,65.97954228395103,4353.299999999683,38.0,3.188259713385966,10.16499999999996,111.8,4.969909455915533,24.69999999999863
1645,L48824,L,298.0,307.8,1622,33.3,121,0,0,0,0,0,0,298.0,0.0,0.0,307.84000000000003,0.08944271910189987,0.008000000000341363,1557.0,63.45470825714736,4026.499999999685,35.96,1.7096783323185707,2.9229999999996092,114.8,5.118593556827726,26.19999999999831
1646,L48825,L,297.9,307.8,1538,38.5,123,0,0,0,0,0,0,297.98,0.04472135957830728,0.002000000002532256,307.84000000000003,0.08944271910189987,0.008000000000341363,1551.2,63.637253240532665,4049.699999999685,36.38,2.0656718035544004,4.266999999999689,117.6,4.979959839195291,24.799999999997993
1647,M16506,M,297.9,307.7,1527,42.8,125,0,0,0,0,0,0,297.96,0.054772255773457325,0.003000000002513029,307.78000000000003,0.044721359552240686,0.002000000000200789,1545.6,64.44610151126044,4153.299999999685,37.54,3.5767303504737242,12.79299999999989,120.4,4.21900462194552,17.79999999999766
1648,L48827,L,297.8,307.8,1761,28.9,128,0,0,0,0,0,0,297.91999999999996,0.08366600266816658,0.0070000000024696574,307.78000000000003,0.044721359552240686,0.002000000000200789,1580.2,117.50191487801244,13806.69999999968,36.239999999999995,5.310178904707417,28.197999999999666,123.2,3.4928498393142147,12.199999999997335
1649,L48828,L,297.9,307.8,1373,50.2,130,0,0,0,0,0,0,297.9,0.07071067813596472,0.005000000002448,307.78000000000003,0.044721359552240686,0.002000000000200789,1564.2,142.03767105947523,20174.699999999684,38.74,8.280881595579068,68.57300000000012,125.4,3.6469165057616935,13.29999999999708
1650,H31063,H,298.0,307.9,1482,37.8,132,0,0,0,0,0,0,297.9,0.07071067813596472,0.005000000002448,307.8,0.07071067812039822,0.005000000000246562,1536.2,141.59343205106543,20048.699999999684,39.64,7.770649908469707,60.383000000000266,127.6,3.646916505761658,13.29999999999682
1651,M16510,M,298.0,307.9,1417,51.0,137,0,0,0,0,0,0,297.91999999999996,0.08366600266816658,0.0070000000024696574,307.82,0.08366600265516164,0.0070000000002935145,1512.0,151.2216915657264,22867.999999999683,42.14,9.192823287760985,84.5080000000007,130.4,4.505552130427137,20.299999999996515
1652,L48831,L,298.0,307.8,1414,51.7,140,0,0,0,0,0,0,297.94,0.08944271911392149,0.008000000002491856,307.84000000000003,0.054772255753630865,0.003000000000341149,1489.4,156.76192139674637,24574.299999999686,43.92,10.163021204346718,103.28700000000103,133.4,4.979959839195113,24.799999999996217
1653,H31066,H,297.9,307.8,1635,34.0,142,0,0,0,0,0,0,297.96000000000004,0.054772255773489764,0.003000000002516583,307.84,0.054772255753630865,0.003000000000341149,1464.2,103.14407399361193,10638.699999999691,44.940000000000005,8.377827880781581,70.18800000000118,136.2,5.118593556827492,26.199999999995917
1654,L48833,L,298.0,307.8,1386,57.3,147,0,0,0,0,0,0,297.98,0.0447213595783637,0.0020000000025373024,307.84000000000003,0.054772255753630865,0.003000000000341149,1466.8,100.39770913720935,10079.69999999969,46.36,9.947009600880126,98.9430000000014,139.6,5.594640292279345,31.299999999995517
1655,L48834,L,298.2,308.1,1379,62.3,149,0,0,0,0,0,0,298.02,0.10954451151280313,0.012000000002578656,307.88,0.1303840481057445,0.017000000000441096,1446.2,106.85831741141955,11418.69999999969,51.260000000000005,10.683304732151106,114.13300000000221,143.0,4.949747468305337,24.499999999995097
1656,M16515,M,298.2,308.0,1577,35.9,151,0,0,0,0,0,0,298.06,0.13416407865975724,0.01800000000262153,307.9,0.14142135623903587,0.02000000000048829,1478.2,119.17508128799278,14202.699999999688,48.239999999999995,12.716052846697426,161.6980000000017,145.8,4.658325879540285,21.699999999994766
1657,L48836,L,298.2,308.1,1532,42.5,154,0,0,0,0,0,0,298.1,0.14142135624674176,0.020000000002667842,307.96000000000004,0.15165750888311294,0.02300000000063148,1501.8,114.88994734092138,13199.699999999688,46.4,12.755783002230848,162.7100000000014,148.6,4.505552130426908,20.299999999994448
1658,M16517,M,298.1,308.0,1374,48.8,156,0,0,0,0,0,0,298.14,0.08944271911515837,0.008000000002713118,308.0,0.12247448714211658,0.015000000000724477,1449.6,97.16635220074738,9441.299999999685,49.36,10.712516044328796,114.75800000000189,151.4,3.6469165057612893,13.299999999994133
1659,H31072,H,298.1,308.0,1570,35.3,159,0,0,0,0,0,0,298.15999999999997,0.054772255775492745,0.003000000002735998,308.04,0.05477225575797026,0.0030000000008165066,1486.4,101.79047106679329,10361.299999999683,44.96,11.1453129161994,124.21800000000115,153.8,3.962322551231018,15.699999999993885
1660,L48839,L,298.1,308.0,1697,31.0,164,0,0,0,0,0,0,298.14,0.054772255775273504,0.0030000000027119817,308.02000000000004,0.044721359558622234,0.002000000000771572,1550.0,116.23037468751308,13509.49999999968,38.7,6.984625974237998,48.78500000000011,156.8,4.969909455915023,24.699999999993565
1661,L48840,L,298.2,308.0,1499,44.1,166,0,0,0,0,0,0,298.14,0.054772255775273504,0.0030000000027119817,308.02000000000004,0.044721359558622234,0.002000000000771572,1534.4,116.93288673422751,13673.299999999681,40.34,7.124113979997821,50.75300000000039,159.8,5.118593556827231,26.199999999993246
1662,M16521,M,298.2,308.0,1411,47.2,168,0,0,0,0,0,0,298.14,0.054772255775273504,0.0030000000027119817,308.0,0.0,0.0,1510.2,129.4090414151951,16746.699999999684,41.279999999999994,7.761894098736504,60.24700000000057,162.6,4.979959839194783,24.799999999992927
1663,H31076,H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,298.16,0.05477225577549274,0.0030000000027359977,307.97999999999996,0.044721359557646695,0.0020000000006843177,1527.8,110.91753693622881,12302.699999999682,40.62,7.072269791233961,50.01700000000046,165.6,4.5055521304266986,20.299999999992565
1664,M16523,M,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,298.15999999999997,0.05477225577549274,0.0030000000027359977,307.96,0.05477225575636684,0.0030000000006408607,1565.6,153.08429050689585,23434.799999999686,39.28000000000001,8.764530791776604,76.81700000000023,169.0,4.690415759822592,21.99999999999214
1665,L48844,L,298.2,308.0,1535,38.0,179,0,0,0,0,0,0,298.18,0.04472135958086688,0.0020000000027611937,307.96,0.05477225575636684,0.0030000000006408607,1533.2,134.3138116501787,18040.199999999684,40.68000000000001,7.59190358210643,57.63700000000045,172.0,5.431390245599349,29.499999999991758
1666,H31079,H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,298.18,0.04472135958086688,0.0020000000027611937,307.93999999999994,0.054772255755975066,0.003000000000597944,1531.6,134.86956661901039,18189.799999999683,39.8,7.347448536737111,53.985000000000305,175.0,5.431390245599314,29.499999999991374
1667,L48846,L,298.2,307.9,1551,36.0,186,0,0,0,0,0,0,298.17999999999995,0.04472135958086688,0.0020000000027611937,307.91999999999996,0.04472135955620723,0.0020000000005555674,1559.6,116.90936660507441,13667.799999999686,37.56,6.134574149849354,37.632999999999925,178.6,5.594640292278935,31.299999999990927
1668,L48847,L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0,298.17999999999995,0.04472135958086688,0.0020000000027611937,307.91999999999996,0.04472135955620723,0.0020000000005555674,1621.0,132.42356285797362,17535.999999999687,33.9,5.6533176100409674,31.95999999999932,182.0,4.949747468304873,24.499999999990507
1669,L48848,L,298.2,307.9,1551,34.1,190,0,0,0,0,0,0,298.2,0.0,0.0,307.91999999999996,0.04472135955620723,0.0020000000005555674,1579.4,108.79705878377268,11836.799999999688,35.0,4.840970976983802,23.434999999999505,184.8,4.658325879539792,21.699999999990176
1670,L48849,L,298.2,307.9,1544,31.4,192,0,0,0,0,0,0,298.2,0.0,0.0,307.9,0.0,0.0,1581.2,107.94998842056302,11653.199999999688,33.67999999999999,4.716672555944424,22.2469999999993,187.4,4.219004621944602,17.799999999989907
1671,L48850,L,298.2,307.8,1528,31.1,194,0,0,0,0,0,0,298.2,0.0,0.0,307.88,0.04472135955526029,0.0020000000004708708,1588.6,101.28326614006721,10258.299999999686,31.96,3.339610755761667,11.152999999999013,190.0,3.162277660166738,9.99999999998962
1672,L48851,L,298.1,307.9,1614,35.8,196,0,0,0,0,0,0,298.18,0.04472135958086688,0.0020000000027611937,307.88,0.04472135955526029,0.0020000000004708708,1601.2,99.3362974949222,9867.699999999688,31.919999999999998,3.279786578422291,10.756999999999,192.0,3.1622776601666978,9.999999999989365
1673,L48852,L,298.1,307.8,1432,49.8,198,0,0,0,0,0,0,298.15999999999997,0.054772255775492745,0.003000000002735998,307.86,0.05477225575442419,0.0030000000004280535,1533.8,65.62926176637743,4307.19999999969,36.44,7.718354746965162,59.57299999999966,194.0,3.1622776601666573,9.99999999998911
1674,M16533,M,298.1,307.8,1384,43.7,200,0,0,0,0,0,0,298.14,0.054772255775273504,0.0030000000027119817,307.84,0.05477225575404408,0.0030000000003864154,1500.4,91.91735418298164,8448.799999999694,38.36,8.171474775094147,66.77299999999995,196.0,3.162277660166617,9.999999999988853
1675,L48854,L,298.1,307.8,1540,37.8,203,0,0,0,0,0,0,298.12,0.04472135958006135,0.002000000002689145,307.82000000000005,0.044721359553863714,0.0020000000003459572,1499.6,91.45928055697625,8364.799999999696,39.64,7.258994420716972,52.693000000000126,198.2,3.4928498393129623,12.199999999988588
1676,L48855,L,298.0,307.7,1407,43.9,205,0,0,0,0,0,0,298.08000000000004,0.044721359579581524,0.0020000000026462283,307.8,0.07071067812083033,0.005000000000307673,1475.4,97.85090699630585,9574.799999999697,42.199999999999996,5.55022522065551,30.8050000000005,200.4,3.646916505760497,13.299999999988355
1677,H31090,H,297.9,307.6,1418,43.0,207,0,0,0,0,0,0,298.04,0.08944271911455542,0.008000000002605258,307.74,0.08944271910104748,0.008000000000188884,1436.2,60.62342781466338,3675.199999999702,43.64,4.258286040181038,18.133000000000706,202.6,3.6469165057604642,13.299999999988113
1678,M16537,M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0,298.0,0.10000000001281022,0.010000000002562043,307.68,0.1303840481043189,0.01700000000006934,1479.2,111.66333328357925,12468.699999999699,39.839999999999996,5.6403014103858125,31.813000000000187,205.4,4.505552130426171,20.29999999998781
1679,L48858,L,298.0,307.5,1644,32.8,215,0,0,0,0,0,0,297.97999999999996,0.0836660026685772,0.007000000002538367,307.62,0.13038404810386112,0.016999999999949972,1531.2,116.67347599175957,13612.699999999697,37.660000000000004,5.8769039468073565,34.53799999999988,208.4,4.9799598391942395,24.799999999987513
1680,L48859,L,298.0,307.5,1792,27.9,217,0,0,0,0,0,0,297.96,0.054772255773477434,0.003000000002515232,307.56,0.08944271909904557,0.007999999999830771,1581.6,165.59679948597952,27422.299999999705,35.67999999999999,7.310745516019526,53.446999999999605,211.2,5.118593556826642,26.199999999987213
1681,M16540,M,297.9,307.4,1610,34.6,219,0,0,0,0,0,0,297.94,0.05477225577329322,0.003000000002495053,307.5,0.07071067811663254,0.0049999999997140145,1622.2,133.9484975652945,17942.19999999971,33.82000000000001,5.702806326713134,32.521999999999345,214.0,4.690415759822031,21.999999999986876
1682,M16541,M,297.8,307.3,1804,26.0,222,0,0,0,0,0,0,297.91999999999996,0.08366600266817975,0.0070000000024718605,307.44,0.08944271909771095,0.007999999999592028,1699.4,91.27321622469378,8330.799999999705,30.420000000000005,3.505994865940173,12.291999999998854,217.0,3.8078865529301806,14.499999999986493
